10211,579: 8.6480, 950.0, 350, 372, 0.001255
1034,234: 3.8478, 1750.0, 171, 176, 0.000425
265,10575: 5.7369, 612.0, 301, 395, 0.003188
10220,120: 2.2492, 1354.0, 679, 746, 0.009169
111,10056: 5.0696, 1048.0, 105, 136, 0.000537
1042,119: 0.7303, 132.0, 5515, 7204, 0.073474
120,102: 10.0188, 1804.0, 426, 508, 0.004061
10109,10079: 8.4093, 1750.0, 103, 121, 0.000626
128,73: 17.9465, 1009.0, 107, 112, 0.000305
149,10073: 14.2459, 1397.0, 146, 147, 0.002070
1075,1080: 1.4834, 300.0, 387, 492, 0.010500
268,1303: 8.5729, 965.0, 103, 104, 0.000984
10004,10004: 0.0000, 7.0, 1605, 1605, 0.066073
1,10455: 7.7761, 257.0, 1334, 1682, 0.004356
10017,10219: 9.6540, 199.0, 2851, 3512, 0.020312
10106,10111: 1.8434, 382.0, 2819, 3533, 0.042350
1054,1054: 0.0000, 112.0, 790, 945, 0.072494
97,234: 16.3960, 1188.0, 1248, 1408, 0.002360
238,241: 6.7797, 55.0, 77629, 91304, 0.282145
234,103: 17.6333, 712.0, 1076, 1362, 0.002165
56,1103: 0.7884, 176.0, 23966, 28051, 0.168841
1081,10215: 13.9438, 704.0, 584, 701, 0.003629
10608,10087: 4.4583, 472.0, 2962, 3425, 0.019573
144,10458: 12.1850, 223.0, 1362, 1798, 0.011073
270,265: 11.7518, 1108.0, 7886, 9065, 0.047994
143,5: 14.3257, 1393.0, 205, 208, 0.001609
10231,1080: 11.1432, 518.0, 124, 137, 0.001153
10568,1077: 5.2880, 608.0, 353, 429, 0.001703
87,581: 4.3816, 1079.0, 214, 254, 0.001972
10229,581: 5.2006, 342.0, 193, 230, 0.000724
111,1113: 4.8462, 963.0, 413, 474, 0.003098
10033,10038: 1.3135, 173.0, 2346, 2565, 0.043124
144,10082: 9.9151, 650.0, 221, 263, 0.001564
97,103: 1.2458, 496.0, 494, 604, 0.002182
10457,10571: 2.2508, 8.0, 113, 147, 0.000966
129,10233: 2.4831, 439.0, 665, 815, 0.001535
10575,10569: 1.0939, 512.0, 105, 158, 0.003923
1027,237: 4.0564, 294.0, 149, 172, 0.002796
10454,10056: 9.0203, 334.0, 2982, 4050, 0.014204
232,116: 12.5796, 1471.0, 234, 255, 0.001192
75,10075: 0.1886, 246.0, 1170, 1401, 0.009598
202,10017: 3.2314, 7.0, 2702, 3130, 0.019209
246,10215: 13.6306, 2015.0, 262, 264, 0.001749
116,1121: 2.4393, 635.0, 104, 123, 0.001359
247,85: 9.2616, 624.0, 284, 323, 0.001519
10218,202: 13.0233, 1089.0, 507, 594, 0.002838
10091,584: 4.4500, 583.0, 2687, 2990, 0.010455
1080,69: 3.6243, 1073.0, 101, 110, 0.000870
1070,1076: 2.8016, 486.0, 125, 164, 0.002233
1028,10227: 12.0938, 255.0, 119, 150, 0.001276
143,1030: 11.0442, 205.0, 3054, 3726, 0.019020
2,10233: 9.2476, 378.0, 2916, 3405, 0.006129
10615,5: 1.7778, 477.0, 2576, 2863, 0.009869
140,131: 9.2642, 123.0, 51365, 53438, 0.179267
10458,10228: 12.5705, 156.0, 2577, 2880, 0.014485
143,275: 11.4486, 222.0, 1806, 2287, 0.009277
1075,202: 5.7694, 871.0, 122, 144, 0.001100
10460,2: 5.0395, 329.0, 466, 549, 0.001176
87,1051: 1.8193, 304.0, 1636, 2147, 0.014236
65,10017: 0.1860, 130.0, 29323, 35932, 0.450480
582,246: 9.6685, 844.0, 574, 613, 0.003760
10072,10082: 1.4640, 962.0, 134, 162, 0.001162
10615,10218: 17.2036, 885.0, 137, 149, 0.000910
115,93: 0.3638, 395.0, 1025, 1304, 0.008305
111,239: 9.3410, 669.0, 587, 631, 0.005834
10109,582: 4.7254, 819.0, 564, 619, 0.003046
10216,1111: 11.6663, 1029.0, 138, 139, 0.001171
10096,573: 5.5245, 893.0, 133, 180, 0.001422
95,110: 2.1326, 841.0, 1326, 1612, 0.014786
10449,1067: 3.4879, 791.0, 154, 185, 0.002536
1114,2: 7.5746, 1787.0, 216, 261, 0.000429
1031,10108: 0.3092, 34.0, 40504, 43391, 0.216335
131,53: 9.5082, 240.0, 42660, 48233, 0.162686
246,232: 0.8651, 690.0, 107, 110, 0.000609
1037,53: 1.8620, 418.0, 175, 175, 0.003331
266,144: 9.6701, 918.0, 180, 207, 0.001600
78,10085: 5.3675, 773.0, 197, 212, 0.001453
234,1070: 6.8670, 926.0, 651, 821, 0.001350
571,1303: 1.7575, 71.0, 5831, 6964, 0.050253
10602,1037: 5.3190, 1747.0, 323, 375, 0.001570
10217,10233: 7.2538, 1116.0, 157, 171, 0.001219
10220,10215: 3.2541, 399.0, 301, 306, 0.002221
10071,52: 1.9916, 538.0, 177, 209, 0.001424
93,97: 1.6210, 494.0, 5306, 6533, 0.015833
10218,1038: 7.9989, 776.0, 194, 247, 0.001293
10111,10238: 14.0244, 433.0, 1383, 1917, 0.016628
5,10219: 18.4601, 1010.0, 208, 245, 0.001189
10092,10099: 0.7328, 81.0, 66759, 74210, 0.349008
10619,10608: 2.7998, 294.0, 11390, 12643, 0.070652
75,10457: 2.4344, 423.0, 187, 244, 0.000954
67,56: 0.7719, 191.0, 1329, 1694, 0.011932
1036,245: 21.7242, 2115.0, 650, 772, 0.003285
10576,129: 5.7572, 338.0, 142, 219, 0.000329
574,570: 3.3058, 409.0, 166, 183, 0.002233
10219,69: 12.1016, 652.0, 361, 395, 0.002584
10229,75: 10.2662, 942.0, 145, 174, 0.000605
78,10575: 5.1084, 898.0, 113, 126, 0.000874
10017,10017: 0.0000, 7.0, 3717, 5214, 0.089002
77,901: 15.0424, 337.0, 381, 446, 0.001938
1082,1301: 1.7734, 214.0, 19635, 21497, 0.076614
259,1096: 12.9080, 687.0, 1456, 1733, 0.005248
1079,1070: 4.2526, 556.0, 271, 328, 0.004742
10057,10078: 1.1920, 635.0, 205, 253, 0.001224
143,10598: 10.5403, 254.0, 451, 602, 0.003010
10014,1041: 4.3194, 459.0, 1418, 1713, 0.007032
10098,1088: 2.7109, 396.0, 1463, 1633, 0.015953
901,10225: 14.4707, 19.0, 61862, 64453, 0.246100
111,1059: 0.3780, 264.0, 933, 1205, 0.014916
10056,10453: 9.2035, 1231.0, 1197, 1262, 0.008934
10612,10218: 18.1654, 1349.0, 291, 322, 0.001943
10076,129: 7.4092, 632.0, 3368, 3973, 0.007460
149,10612: 10.2844, 1566.0, 134, 153, 0.001291
69,63: 1.4766, 413.0, 2076, 2508, 0.014605
85,120: 5.5393, 637.0, 346, 401, 0.005251
10073,234: 5.7191, 1674.0, 123, 155, 0.000337
10096,10096: 0.0000, 17.0, 13013, 13247, 0.137684
10618,1108: 0.6851, 73.0, 3562, 4459, 0.068224
234,144: 20.6195, 1120.0, 188, 195, 0.000507
10234,10617: 12.9204, 7.0, 1118, 1262, 0.008880
10615,202: 5.2684, 9.0, 4193, 4262, 0.023470
10095,1091: 2.9822, 274.0, 844, 1219, 0.010740
82,10209: 27.3082, 182.0, 3455, 4567, 0.035827
232,62: 6.4896, 449.0, 555, 663, 0.003236
202,10007: 11.8732, 414.0, 301, 405, 0.002578
259,1093: 9.8690, 1854.0, 399, 401, 0.002473
10206,277: 7.9430, 1219.0, 107, 119, 0.000551
10233,266: 9.0669, 433.0, 418, 586, 0.003021
10439,576: 10.0180, 869.0, 372, 451, 0.003110
10080,2: 2.3123, 428.0, 617, 840, 0.001711
239,1037: 3.4883, 1863.0, 248, 278, 0.001779
10583,579: 4.0499, 395.0, 280, 328, 0.000876
10621,10623: 0.3276, 87.0, 603, 790, 0.005336
84,10081: 3.7016, 756.0, 118, 147, 0.000677
10109,122: 0.4616, 70.0, 6559, 9876, 0.041685
131,10005: 6.7704, 485.0, 404, 440, 0.002029
10058,1103: 2.4739, 461.0, 1034, 1225, 0.006142
10575,145: 12.4185, 808.0, 273, 309, 0.000625
64,145: 10.7204, 686.0, 894, 1051, 0.002623
10094,240: 17.8185, 980.0, 288, 294, 0.001429
1103,10017: 0.9860, 335.0, 366, 458, 0.003380
10231,79: 10.6345, 600.0, 447, 557, 0.004385
10612,146: 5.7744, 432.0, 113, 145, 0.000928
10453,1080: 1.7748, 849.0, 144, 154, 0.000909
264,10056: 4.2449, 783.0, 280, 317, 0.001011
10602,10612: 1.2114, 388.0, 446, 560, 0.003311
71,269: 21.9426, 2049.0, 3787, 4094, 0.025493
264,1037: 3.2185, 1111.0, 203, 294, 0.002550
234,263: 21.8728, 1240.0, 548, 572, 0.002224
1078,1079: 1.1532, 221.0, 688, 832, 0.015118
5,1033: 3.1646, 656.0, 279, 324, 0.001345
110,95: 2.1326, 497.0, 4331, 5320, 0.033147
10006,10231: 5.7500, 977.0, 147, 160, 0.001355
94,10064: 1.3717, 308.0, 2756, 3394, 0.018108
10077,10458: 1.3297, 528.0, 1324, 1533, 0.008387
1081,101: 2.0743, 670.0, 168, 168, 0.003234
1051,1050: 0.4556, 75.0, 207, 331, 0.009605
75,145: 10.5148, 81.0, 1990, 2685, 0.006483
2,128: 16.8312, 846.0, 538, 584, 0.001519
10108,78: 6.2435, 994.0, 277, 286, 0.001868
2,142: 9.4446, 883.0, 623, 801, 0.001388
202,10623: 7.6962, 11.0, 1947, 2470, 0.014416
10618,10087: 2.7335, 442.0, 1364, 1657, 0.010543
1087,1089: 1.1770, 144.0, 4174, 5613, 0.039427
1082,579: 6.2592, 896.0, 616, 793, 0.002389
277,75: 1.2378, 309.0, 1406, 1687, 0.006252
10073,274: 4.3001, 1163.0, 1376, 1490, 0.017976
10071,1037: 2.2028, 722.0, 1122, 1257, 0.009633
10209,10073: 24.7602, 659.0, 1948, 2523, 0.017159
10620,10621: 0.5957, 90.0, 45925, 51822, 0.302638
10220,584: 6.8416, 746.0, 1278, 1383, 0.011360
1036,1068: 4.5412, 649.0, 109, 126, 0.001097
65,69: 2.3369, 664.0, 177, 206, 0.001337
275,10071: 3.0407, 826.0, 117, 138, 0.000480
238,10057: 6.4804, 959.0, 427, 467, 0.002497
144,129: 8.0906, 277.0, 1184, 1575, 0.002970
104,10079: 3.1041, 1050.0, 136, 163, 0.001566
2,5: 4.7985, 1393.0, 408, 414, 0.001437
110,1122: 3.2622, 485.0, 150, 153, 0.002243
257,75: 3.4745, 504.0, 106, 124, 0.000535
10450,263: 16.2289, 854.0, 365, 365, 0.002245
10079,112: 4.8935, 1298.0, 481, 521, 0.005036
10611,10232: 13.4183, 957.0, 130, 151, 0.001189
1042,1115: 8.8992, 693.0, 146, 155, 0.000403
10091,93: 2.3356, 465.0, 575, 687, 0.002449
275,62: 2.3387, 577.0, 339, 418, 0.001166
1097,1: 14.1420, 1966.0, 151, 154, 0.000601
145,10069: 12.2886, 428.0, 920, 1095, 0.002613
1114,1111: 1.2979, 310.0, 793, 1007, 0.004223
10230,5: 15.7090, 928.0, 388, 479, 0.001993
10056,95: 3.7802, 327.0, 2673, 3344, 0.011115
10087,10596: 0.0153, 27.0, 367, 479, 0.004252
10219,10211: 2.2937, 1737.0, 159, 174, 0.001228
151,1075: 7.1013, 912.0, 116, 118, 0.000873
584,246: 10.0122, 761.0, 142, 144, 0.000935
1107,130: 17.2840, 568.0, 511, 528, 0.003068
10229,68: 9.5998, 1787.0, 139, 158, 0.000605
10591,2: 0.9512, 280.0, 1744, 2158, 0.003427
10582,240: 9.4630, 864.0, 112, 113, 0.000579
234,1115: 20.3815, 367.0, 11218, 12802, 0.018235
10076,64: 3.1711, 693.0, 228, 260, 0.001026
259,1089: 9.2097, 481.0, 19379, 21601, 0.056465
234,10216: 24.1307, 1994.0, 829, 871, 0.001501
1077,10211: 15.4547, 395.0, 643, 779, 0.004182
10619,1108: 0.4658, 106.0, 2135, 2484, 0.024081
10071,131: 6.2521, 654.0, 931, 1174, 0.004891
1123,1095: 2.1988, 391.0, 204, 292, 0.006249
128,10076: 16.5322, 1167.0, 275, 318, 0.000842
10211,149: 9.2951, 1314.0, 104, 109, 0.001411
88,520: 3.4419, 891.0, 452, 510, 0.006649
78,2: 6.9403, 661.0, 1933, 2333, 0.004314
10015,1036: 0.3717, 108.0, 3005, 3372, 0.023235
584,97: 5.1042, 1930.0, 168, 172, 0.000780
143,145: 0.6988, 362.0, 897, 1207, 0.002975
1070,10603: 0.7829, 166.0, 1156, 1344, 0.005448
10219,232: 10.8964, 723.0, 155, 169, 0.000738
10453,1: 7.3499, 1395.0, 294, 349, 0.000856
126,1121: 0.7994, 197.0, 604, 825, 0.008613
10234,1034: 13.8214, 357.0, 1235, 1557, 0.008520
10075,2: 3.0127, 289.0, 742, 854, 0.001553
259,247: 18.4953, 1126.0, 265, 293, 0.001411
10603,10612: 0.9836, 405.0, 422, 524, 0.002884
82,131: 17.4837, 584.0, 1751, 2174, 0.009241
1041,156: 7.3275, 533.0, 474, 491, 0.005810
1,10066: 2.2458, 631.0, 127, 166, 0.000464
232,10076: 4.5480, 943.0, 175, 200, 0.000902
274,53: 5.2113, 628.0, 916, 916, 0.010131
149,10013: 10.3817, 2190.0, 569, 602, 0.003803
1027,10075: 1.2085, 740.0, 214, 246, 0.002427
232,232: 0.0000, 613.0, 6433, 7128, 0.051040
10007,263: 18.7653, 1746.0, 248, 311, 0.002574
1104,10219: 9.7593, 902.0, 446, 506, 0.003465
10235,10235: 0.0000, 17.0, 4442, 5637, 0.099609
1067,151: 5.3262, 282.0, 432, 485, 0.002884
1085,1090: 3.4044, 692.0, 522, 624, 0.011598
10108,10080: 1.6176, 214.0, 9829, 12324, 0.050719
11,1113: 0.4461, 7.0, 4974, 5975, 0.040757
10066,99: 1.1477, 418.0, 100, 122, 0.000996
56,257: 0.9700, 275.0, 783, 1008, 0.006690
259,10107: 6.0962, 544.0, 879, 1136, 0.003545
10233,10230: 2.8263, 1038.0, 175, 186, 0.001140
10616,151: 7.7200, 2190.0, 143, 143, 0.001237
265,1074: 8.0989, 987.0, 131, 150, 0.001662
10225,10070: 13.7377, 173.0, 61125, 68691, 0.239404
1072,10611: 2.0007, 365.0, 106, 128, 0.001717
573,571: 1.9745, 199.0, 551, 649, 0.006576
10600,202: 6.3067, 167.0, 1019, 1212, 0.009255
10234,1075: 10.3173, 971.0, 145, 173, 0.001003
10104,579: 3.1379, 413.0, 128, 150, 0.000514
1113,103: 1.7049, 51.0, 4126, 4363, 0.021595
75,10104: 2.3626, 834.0, 492, 606, 0.002644
576,1114: 4.3235, 466.0, 314, 346, 0.003822
1111,234: 19.4939, 933.0, 1376, 1860, 0.002930
10108,10235: 7.4938, 2357.0, 198, 211, 0.001235
10232,274: 16.6210, 1636.0, 155, 191, 0.001531
118,94: 0.2622, 23.0, 969, 1120, 0.040803
275,1031: 1.3812, 245.0, 2527, 3073, 0.007963
60,67: 1.2352, 297.0, 346, 455, 0.003881
131,10056: 8.3033, 922.0, 1061, 1152, 0.005741
101,107: 2.3400, 662.0, 701, 832, 0.009365
69,10070: 2.9352, 800.0, 109, 125, 0.000587
10232,1040: 9.3121, 384.0, 520, 660, 0.005221
10064,104: 3.2559, 978.0, 138, 161, 0.001107
144,1075: 14.7559, 708.0, 226, 253, 0.001589
10085,10085: 0.0000, 17.0, 7334, 8911, 0.053353
10064,10066: 1.8789, 590.0, 200, 200, 0.002060
10097,259: 16.7445, 1227.0, 1085, 1380, 0.005760
103,97: 1.2458, 196.0, 8105, 9115, 0.022747
1,130: 15.6360, 339.0, 358, 474, 0.001430
1067,1029: 2.3017, 713.0, 327, 405, 0.005606
1042,1041: 2.4637, 442.0, 747, 993, 0.011928
10228,10070: 10.8260, 652.0, 1434, 1737, 0.008642
83,10224: 3.4198, 54.0, 3046, 3738, 0.017236
53,131: 9.5082, 304.0, 473, 656, 0.002948
129,1080: 9.5263, 1282.0, 102, 114, 0.000253
582,1113: 4.3165, 538.0, 443, 529, 0.002916
1057,97: 1.8885, 402.0, 530, 687, 0.002112
10236,10230: 5.0777, 799.0, 434, 472, 0.003533
1073,1066: 1.1379, 158.0, 766, 1037, 0.019741
10098,241: 18.6491, 2349.0, 184, 198, 0.001738
10582,87: 6.9597, 742.0, 289, 304, 0.002470
1039,1079: 1.6366, 601.0, 225, 259, 0.004022
10077,10612: 4.8658, 979.0, 102, 106, 0.000883
84,581: 2.9639, 514.0, 169, 213, 0.002065
10106,122: 3.3831, 978.0, 162, 179, 0.002749
234,1025: 11.2412, 1849.0, 184, 185, 0.000561
268,1111: 10.5172, 615.0, 748, 776, 0.005038
1067,10231: 8.2485, 349.0, 422, 524, 0.003837
10091,75: 4.2325, 904.0, 277, 320, 0.001039
1046,10062: 0.7352, 185.0, 4054, 5719, 0.034274
10109,10224: 3.7626, 1019.0, 934, 1140, 0.004159
10231,10217: 5.2745, 1432.0, 210, 220, 0.001607
10092,10066: 1.1461, 327.0, 3199, 4175, 0.022310
106,110: 2.0555, 576.0, 234, 251, 0.003048
10099,10092: 0.7328, 75.0, 61387, 72282, 0.335648
129,61: 3.9892, 382.0, 1493, 1844, 0.002940
10080,10233: 10.9357, 823.0, 134, 149, 0.000966
10206,2: 8.4521, 1243.0, 899, 1058, 0.002321
10099,1055: 0.8931, 82.0, 9686, 10286, 0.052083
10004,10109: 1.7062, 317.0, 1551, 2009, 0.007834
10215,522: 9.4614, 128.0, 782, 961, 0.004184
10086,10080: 1.6575, 440.0, 236, 259, 0.001501
10076,237: 4.4684, 433.0, 3970, 4636, 0.016298
1302,1113: 1.6634, 7.0, 2171, 2703, 0.013696
10225,10229: 3.8212, 354.0, 251, 327, 0.001120
1050,1041: 0.6759, 408.0, 113, 113, 0.003066
1025,1025: 0.0000, 307.0, 3019, 3955, 0.032268
1079,1039: 1.6366, 269.0, 415, 508, 0.006930
10455,10460: 3.4119, 286.0, 3574, 4231, 0.013360
75,1024: 0.7489, 220.0, 1814, 2374, 0.009931
1,10088: 4.1250, 1091.0, 147, 165, 0.000439
266,10227: 13.6090, 611.0, 187, 220, 0.001582
1026,64: 2.2237, 436.0, 418, 526, 0.001967
10093,1085: 6.0600, 1837.0, 124, 124, 0.003780
10098,1123: 8.1427, 2502.0, 356, 358, 0.003944
10073,1107: 8.0209, 1371.0, 310, 318, 0.003455
10225,10082: 16.8524, 653.0, 989, 1129, 0.005081
10573,129: 5.3040, 225.0, 650, 830, 0.001226
232,901: 7.2374, 100.0, 7943, 9561, 0.031136
107,10224: 8.5819, 845.0, 135, 138, 0.000864
67,10002: 5.9376, 981.0, 651, 787, 0.006369
10582,10002: 11.4853, 942.0, 200, 251, 0.002184
1080,1078: 0.8104, 170.0, 2007, 2391, 0.045216
263,10072: 11.8144, 1293.0, 171, 201, 0.001029
1104,1039: 5.7791, 807.0, 101, 103, 0.002310
202,10038: 10.2184, 218.0, 132, 182, 0.001191
127,1041: 5.3930, 915.0, 245, 249, 0.006294
1024,73: 2.5397, 323.0, 702, 842, 0.002742
10608,71: 0.2170, 31.0, 52848, 55560, 0.285263
265,259: 11.8045, 1254.0, 362, 455, 0.001582
