2015-06-01 07:11:15, 1415
2015-06-01 07:15:30, 10113
2015-06-01 07:26:36, 10062
2015-06-01 07:27:40, 1049
2015-06-01 07:42:30, 1002
2015-06-01 07:48:53, 127
2015-06-01 07:51:01, 128
2015-06-01 09:35:33, 128
2015-06-01 09:43:23, 1177
2015-06-01 09:57:04, 1415
2015-06-01 10:25:06, 127
2015-06-01 10:27:01, 128
2015-06-01 13:05:21, 128
2015-06-01 13:14:33, 1177
2015-06-01 13:19:54, 1007
2015-06-01 13:21:06, 1006
2015-06-01 13:29:48, 1002
2015-06-01 13:34:40, 127
2015-06-01 13:37:05, 128
2015-06-01 14:01:02, 128
2015-06-01 14:11:43, 1415
2015-06-01 14:21:09, 1002
2015-06-01 14:28:22, 127
2015-06-01 14:30:22, 128
2015-06-01 15:06:39, 579
2015-06-01 18:48:34, 127
