2015-06-01 00:00:00,4480
2015-06-01 00:10:00,2374
2015-06-01 00:20:00,1815
2015-06-01 00:30:00,1440
2015-06-01 00:40:00,1232
2015-06-01 00:50:00,972
2015-06-01 01:00:00,905
2015-06-01 01:10:00,823
2015-06-01 01:20:00,699
2015-06-01 01:30:00,723
2015-06-01 01:40:00,657
2015-06-01 01:50:00,561
2015-06-01 02:00:00,605
2015-06-01 02:10:00,579
2015-06-01 02:20:00,557
2015-06-01 02:30:00,512
2015-06-01 02:40:00,480
2015-06-01 02:50:00,444
2015-06-01 03:00:00,437
2015-06-01 03:10:00,456
2015-06-01 03:20:00,421
2015-06-01 03:30:00,427
2015-06-01 03:40:00,403
2015-06-01 03:50:00,416
2015-06-01 04:00:00,412
2015-06-01 04:10:00,421
2015-06-01 04:20:00,464
2015-06-01 04:30:00,478
2015-06-01 04:40:00,475
2015-06-01 04:50:00,547
2015-06-01 05:00:00,608
2015-06-01 05:10:00,817
2015-06-01 05:20:00,1023
2015-06-01 05:30:00,1334
2015-06-01 05:40:00,1669
2015-06-01 05:50:00,2089
2015-06-01 06:00:00,2720
2015-06-01 06:10:00,3540
2015-06-01 06:20:00,4869
2015-06-01 06:30:00,7085
2015-06-01 06:40:00,9203
2015-06-01 06:50:00,10844
2015-06-01 07:00:00,11289
2015-06-01 07:10:00,11136
2015-06-01 07:20:00,10845
2015-06-01 07:30:00,10360
2015-06-01 07:40:00,10161
2015-06-01 07:50:00,9686
2015-06-01 08:00:00,9283
2015-06-01 08:10:00,8813
2015-06-01 08:20:00,8214
2015-06-01 08:30:00,8138
2015-06-01 08:40:00,7786
2015-06-01 08:50:00,7630
2015-06-01 09:00:00,7589
2015-06-01 09:10:00,7340
2015-06-01 09:20:00,7231
2015-06-01 09:30:00,6858
2015-06-01 09:40:00,6889
2015-06-01 09:50:00,6906
2015-06-01 10:00:00,6909
2015-06-01 10:10:00,6882
2015-06-01 10:20:00,7089
2015-06-01 10:30:00,7031
2015-06-01 10:40:00,6954
2015-06-01 10:50:00,7065
2015-06-01 11:00:00,6974
2015-06-01 11:10:00,6690
2015-06-01 11:20:00,6519
2015-06-01 11:30:00,6399
2015-06-01 11:40:00,6220
2015-06-01 11:50:00,6192
2015-06-01 12:00:00,6023
2015-06-01 12:10:00,6244
2015-06-01 12:20:00,5854
2015-06-01 12:30:00,5825
2015-06-01 12:40:00,5999
2015-06-01 12:50:00,5911
2015-06-01 13:00:00,6069
2015-06-01 13:10:00,6239
2015-06-01 13:20:00,6536
2015-06-01 13:30:00,6716
2015-06-01 13:40:00,7021
2015-06-01 13:50:00,7285
2015-06-01 14:00:00,7539
2015-06-01 14:10:00,7409
2015-06-01 14:20:00,7407
2015-06-01 14:30:00,7249
2015-06-01 14:40:00,7034
2015-06-01 14:50:00,6909
2015-06-01 15:00:00,7079
2015-06-01 15:10:00,7354
2015-06-01 15:20:00,7405
2015-06-01 15:30:00,7521
2015-06-01 15:40:00,7404
2015-06-01 15:50:00,7509
2015-06-01 16:00:00,7816
2015-06-01 16:10:00,7921
2015-06-01 16:20:00,8236
2015-06-01 16:30:00,8404
2015-06-01 16:40:00,8965
2015-06-01 16:50:00,9051
2015-06-01 17:00:00,9939
2015-06-01 17:10:00,10681
2015-06-01 17:20:00,10429
2015-06-01 17:30:00,11075
2015-06-01 17:40:00,11731
2015-06-01 17:50:00,10959
2015-06-01 18:00:00,9875
2015-06-01 18:10:00,9303
2015-06-01 18:20:00,8728
2015-06-01 18:30:00,7852
2015-06-01 18:40:00,6915
2015-06-01 18:50:00,6351
2015-06-01 19:00:00,5942
2015-06-01 19:10:00,5643
2015-06-01 19:20:00,5687
2015-06-01 19:30:00,5635
2015-06-01 19:40:00,5637
2015-06-01 19:50:00,5713
2015-06-01 20:00:00,5743
2015-06-01 20:10:00,5779
2015-06-01 20:20:00,5567
2015-06-01 20:30:00,5279
2015-06-01 20:40:00,5098
2015-06-01 20:50:00,5259
2015-06-01 21:00:00,5046
2015-06-01 21:10:00,4920
2015-06-01 21:20:00,4648
2015-06-01 21:30:00,4145
2015-06-01 21:40:00,3914
2015-06-01 21:50:00,3665
2015-06-01 22:00:00,3244
2015-06-01 22:10:00,2855
2015-06-01 22:20:00,2651
2015-06-01 22:30:00,2486
2015-06-01 22:40:00,2394
2015-06-01 22:50:00,2358
2015-06-01 23:00:00,2288
2015-06-01 23:10:00,1969
2015-06-01 23:20:00,1684
2015-06-01 23:30:00,1350
2015-06-01 23:40:00,664
2015-06-01 23:50:00,0
