 1414,  6173
 1015,  4462
  586,  3889
  579,  3739
 1166,  3636
 1165,  3464
 1014,  3225
 1115,  3184
    2,  3116
  143,  3073
  268,  3012
  238,  2956
 1413,  2938
 1180,  2930
 1002,  2927
  587,  2857
  263,  2808
  226,  2616
 1016,  2603
10146,  2592
 1001,  2469
  230,  2441
 1171,  2369
    1,  2266
  274,  2262
   97,  2243
  170,  2178
  270,  2156
  255,  2143
10093,  2111
10127,  2109
  228,  2089
  149,  2048
10145,  2047
  234,  1964
 1187,  1937
 1113,  1911
  145,  1895
10013,  1888
 1107,  1869
10410,  1796
10109,  1776
 1175,  1746
  232,  1707
 1167,  1692
  259,  1618
10117,  1600
  110,  1582
  582,  1572
  252,  1570
10080,  1545
 1087,  1544
 1111,  1511
10638,  1497
 1122,  1496
  269,  1489
 1089,  1465
 1036,  1455
  129,  1439
10056,  1423
10134,  1413
  570,  1410
  182,  1408
  574,  1369
  151,  1359
    5,  1340
 1182,  1323
  267,  1316
 1104,  1308
 1023,  1305
   78,  1292
10057,  1275
  265,  1274
 1169,  1262
10087,  1249
  275,  1233
  237,  1221
 1048,  1221
  584,  1220
 1037,  1196
10071,  1192
  111,  1190
10136,  1187
10133,  1181
 1029,  1140
10568,  1132
 1046,  1123
 1092,  1118
 1025,  1115
 1039,  1104
10115,  1100
  229,  1083
 1042,  1036
  236,  1033
  139,  1031
10409,  1027
  106,  1021
  233,   992
   95,   987
 1088,   985
 1415,   983
  247,   979
 1170,   972
  137,   962
  136,   954
10424,   952
 1033,   950
 1176,   949
 1168,   937
 1057,   927
  272,   911
 1043,   910
10403,   901
10073,   899
 1114,   898
 1022,   878
  248,   876
 1177,   875
  119,   870
10113,   867
  181,   859
10062,   859
10086,   852
 1173,   845
   93,   838
 1091,   838
  184,   815
  107,   799
10094,   791
10064,   787
10142,   782
   69,   764
 1056,   763
  388,   756
 1019,   755
 1084,   752
 1041,   733
 1061,   733
  101,   731
10118,   731
10096,   728
 1123,   727
10081,   726
10069,   724
10098,   724
10065,   720
 1085,   706
  571,   705
 1049,   703
10108,   685
   88,   672
 1097,   668
  572,   666
 1055,   665
  254,   664
10088,   664
10002,   661
 1031,   649
10119,   649
 1181,   646
  231,   642
10066,   642
  112,   637
  176,   637
 1103,   636
10097,   636
  240,   634
10006,   634
  116,   633
 1021,   633
 1045,   630
10089,   627
  124,   625
 1040,   624
 1070,   617
  227,   601
   53,   599
  589,   597
10099,   594
  138,   592
 1026,   592
 1062,   577
  122,   572
   73,   568
  576,   566
 1018,   563
 1082,   563
   87,   562
10120,   556
   94,   554
 1024,   552
10121,   542
 1034,   537
  578,   535
10140,   532
10104,   527
10101,   525
  132,   523
   98,   512
10135,   507
   92,   506
  103,   505
  239,   505
 1020,   503
10079,   503
    9,   498
  144,   497
   79,   496
  100,   496
10070,   492
 1186,   481
 1303,   475
 1121,   473
   68,   468
10095,   461
 1081,   458
  133,   456
  156,   455
  104,   453
  253,   450
  577,   449
 1053,   444
  243,   441
 1051,   433
10005,   433
10072,   425
  575,   421
 1074,   421
   82,   415
   72,   413
  102,   413
10128,   410
10130,   398
   56,   396
  166,   396
   67,   394
10406,   389
 1069,   389
10091,   387
 1047,   385
10111,   384
10058,   383
  142,   382
10414,   379
10075,   377
 1093,   369
10078,   366
 1108,   363
   85,   361
  573,   349
  581,   349
10122,   347
 1028,   346
  242,   343
 1083,   343
 1035,   339
10132,   328
   91,   326
10082,   318
10569,   317
 1184,   317
  120,   316
10131,   316
   71,   311
10106,   309
  168,   302
10092,   292
 1067,   289
 1073,   289
 1080,   285
10123,   285
  277,   283
10077,   279
 1052,   277
  225,   275
 1077,   273
 1066,   270
10575,   267
 1079,   262
10017,   259
  171,   255
10405,   254
 1075,   253
  160,   249
   65,   248
  163,   246
10408,   245
 1301,   245
  257,   243
10014,   241
10053,   239
10076,   239
10107,   234
 1050,   230
   99,   228
 1054,   228
   84,   224
 1038,   222
 1302,   220
 1006,   216
10068,   216
 1005,   209
   74,   208
 1095,   208
 1072,   207
10090,   206
  164,   203
10085,   203
 1078,   202
10105,   199
   75,   197
  266,   196
10007,   196
10124,   189
  121,   186
 1076,   186
   59,   185
 1027,   185
   83,   184
 1004,   181
10114,   178
10141,   173
 1068,   168
 1007,   162
   64,   160
  172,   160
   66,   147
   63,   145
  127,   145
 1164,   143
  146,   140
  264,   139
10412,   135
10116,   135
10580,   134
  179,   133
 1112,   133
 1009,   130
 1096,   123
  241,   120
  520,   118
  173,   116
   57,   112
  118,   109
 1059,   102
  169,   100
   62,    95
  387,    95
   77,    86
   52,    82
  115,    79
  126,    72
   61,    67
 1003,    62
10581,    60
 1008,    55
  108,    51
   86,    46
10571,    46
10582,    39
10574,    38
 1090,    37
10572,    36
 1010,    36
  161,    28
10570,    28
10576,    24
   60,    18
10585,    14
10573,    13
  522,    10
  202,     6
10583,     5
10584,     4
  128,     2
