2015-06-01 00:00:00,19
2015-06-01 00:10:00,1281
2015-06-01 00:20:00,1791
2015-06-01 00:30:00,2097
2015-06-01 00:40:00,2181
2015-06-01 00:50:00,2111
2015-06-01 01:00:00,1627
2015-06-01 01:10:00,1243
2015-06-01 01:20:00,1033
2015-06-01 01:30:00,911
2015-06-01 01:40:00,846
2015-06-01 01:50:00,747
2015-06-01 02:00:00,669
2015-06-01 02:10:00,602
2015-06-01 02:20:00,594
2015-06-01 02:30:00,580
2015-06-01 02:40:00,567
2015-06-01 02:50:00,525
2015-06-01 03:00:00,501
2015-06-01 03:10:00,465
2015-06-01 03:20:00,436
2015-06-01 03:30:00,447
2015-06-01 03:40:00,453
2015-06-01 03:50:00,430
2015-06-01 04:00:00,420
2015-06-01 04:10:00,414
2015-06-01 04:20:00,399
2015-06-01 04:30:00,416
2015-06-01 04:40:00,440
2015-06-01 04:50:00,443
2015-06-01 05:00:00,455
2015-06-01 05:10:00,514
2015-06-01 05:20:00,636
2015-06-01 05:30:00,697
2015-06-01 05:40:00,828
2015-06-01 05:50:00,1121
2015-06-01 06:00:00,1413
2015-06-01 06:10:00,1826
2015-06-01 06:20:00,2375
2015-06-01 06:30:00,3148
2015-06-01 06:40:00,4336
2015-06-01 06:50:00,5980
2015-06-01 07:00:00,7679
2015-06-01 07:10:00,9219
2015-06-01 07:20:00,10064
2015-06-01 07:30:00,10656
2015-06-01 07:40:00,11172
2015-06-01 07:50:00,10580
2015-06-01 08:00:00,10453
2015-06-01 08:10:00,10160
2015-06-01 08:20:00,9516
2015-06-01 08:30:00,8949
2015-06-01 08:40:00,8691
2015-06-01 08:50:00,8165
2015-06-01 09:00:00,7711
2015-06-01 09:10:00,7461
2015-06-01 09:20:00,7680
2015-06-01 09:30:00,7400
2015-06-01 09:40:00,6932
2015-06-01 09:50:00,6943
2015-06-01 10:00:00,6846
2015-06-01 10:10:00,6891
2015-06-01 10:20:00,6832
2015-06-01 10:30:00,6950
2015-06-01 10:40:00,6705
2015-06-01 10:50:00,6998
2015-06-01 11:00:00,7083
2015-06-01 11:10:00,7240
2015-06-01 11:20:00,7232
2015-06-01 11:30:00,6839
2015-06-01 11:40:00,6905
2015-06-01 11:50:00,6794
2015-06-01 12:00:00,6621
2015-06-01 12:10:00,6404
2015-06-01 12:20:00,6312
2015-06-01 12:30:00,6036
2015-06-01 12:40:00,6112
2015-06-01 12:50:00,5923
2015-06-01 13:00:00,5914
2015-06-01 13:10:00,6022
2015-06-01 13:20:00,5875
2015-06-01 13:30:00,6307
2015-06-01 13:40:00,6225
2015-06-01 13:50:00,6452
2015-06-01 14:00:00,6688
2015-06-01 14:10:00,7023
2015-06-01 14:20:00,7144
2015-06-01 14:30:00,7059
2015-06-01 14:40:00,7264
2015-06-01 14:50:00,7329
2015-06-01 15:00:00,7047
2015-06-01 15:10:00,7078
2015-06-01 15:20:00,7072
2015-06-01 15:30:00,7106
2015-06-01 15:40:00,7306
2015-06-01 15:50:00,7510
2015-06-01 16:00:00,7642
2015-06-01 16:10:00,7568
2015-06-01 16:20:00,7691
2015-06-01 16:30:00,7899
2015-06-01 16:40:00,8053
2015-06-01 16:50:00,8428
2015-06-01 17:00:00,8639
2015-06-01 17:10:00,8931
2015-06-01 17:20:00,9547
2015-06-01 17:30:00,9813
2015-06-01 17:40:00,10275
2015-06-01 17:50:00,10542
2015-06-01 18:00:00,11025
2015-06-01 18:10:00,10886
2015-06-01 18:20:00,10824
2015-06-01 18:30:00,10341
2015-06-01 18:40:00,9474
2015-06-01 18:50:00,8773
2015-06-01 19:00:00,7720
2015-06-01 19:10:00,7044
2015-06-01 19:20:00,6421
2015-06-01 19:30:00,5843
2015-06-01 19:40:00,5809
2015-06-01 19:50:00,5528
2015-06-01 20:00:00,5460
2015-06-01 20:10:00,5647
2015-06-01 20:20:00,5857
2015-06-01 20:30:00,5792
2015-06-01 20:40:00,5595
2015-06-01 20:50:00,5387
2015-06-01 21:00:00,5241
2015-06-01 21:10:00,5301
2015-06-01 21:20:00,5113
2015-06-01 21:30:00,5003
2015-06-01 21:40:00,4717
2015-06-01 21:50:00,4579
2015-06-01 22:00:00,4289
2015-06-01 22:10:00,3853
2015-06-01 22:20:00,3486
2015-06-01 22:30:00,3162
2015-06-01 22:40:00,2982
2015-06-01 22:50:00,2661
2015-06-01 23:00:00,2457
2015-06-01 23:10:00,2302
2015-06-01 23:20:00,2177
2015-06-01 23:30:00,2119
2015-06-01 23:40:00,2342
2015-06-01 23:50:00,3207
