1104,170,22
232,170,17
1015,170,12
10134,170,10
170,170,8
10124,171,37
10123,171,23
10405,171,14
264,171,6
10070,172,52
172,172,23
10070,173,58
160,173,16
172,173,7
10120,176,13
1414,176,8
10088,179,45
10128,179,26
1070,181,24
1014,181,16
181,181,8
10086,181,7
1034,181,6
5,181,6
1176,182,23
182,182,22
1180,182,9
1107,182,8
0,182,7
10069,184,31
236,184,9
0,184,8
255,184,7
1026,202,60
0,202,20
10085,202,6
149,225,14
225,225,13
574,225,10
1001,225,8
263,226,45
1413,226,20
0,226,9
227,227,25
259,227,22
10014,227,13
1182,228,35
1414,228,14
0,228,8
1166,228,7
1169,229,20
263,229,17
10095,229,10
259,229,9
230,229,7
1171,229,6
10096,230,23
10095,230,18
230,230,12
1048,231,38
1184,231,30
10014,231,12
170,232,26
232,232,15
10133,232,9
10002,233,37
10134,233,22
1173,233,18
1181,234,36
269,234,12
0,234,8
254,236,33
255,236,30
1069,237,17
5,237,15
72,237,7
0,238,25
236,238,21
275,238,12
1025,238,6
1025,239,25
254,239,8
240,239,7
10076,239,6
73,240,34
10130,240,9
10410,241,15
247,241,10
252,241,9
1180,241,6
253,241,6
1089,242,50
259,242,25
1092,242,10
10072,243,65
253,243,10
247,243,6
10409,247,35
10056,247,21
259,248,14
10014,248,11
248,248,11
1041,248,7
243,252,23
1187,252,8
10142,252,7
252,252,6
10403,253,48
1180,253,12
243,253,9
238,254,50
236,254,10
275,254,8
236,255,21
10006,255,9
149,255,7
255,255,7
10568,257,41
67,257,21
149,257,9
1002,259,32
10014,259,18
227,259,11
1168,259,7
1413,263,29
1171,263,18
1180,263,9
171,264,48
10123,264,33
10002,265,26
10134,265,25
1173,265,22
2,266,33
10108,266,7
263,267,26
1170,267,21
10101,267,9
1171,267,6
263,268,41
1171,268,15
10095,268,6
0,269,57
1181,269,16
269,269,9
1173,270,26
10014,270,26
270,270,18
1166,270,10
0,270,7
0,272,54
1002,272,24
1014,274,14
274,274,14
0,274,12
1180,274,8
254,275,32
73,275,13
0,275,8
2,275,6
236,277,38
0,277,20
254,277,10
0,387,43
1181,387,23
388,387,6
0,388,53
388,388,10
1414,388,10
1181,388,6
582,520,46
1001,520,6
582,522,29
584,522,28
149,522,21
10136,522,6
0,570,22
571,570,20
1301,570,19
124,570,6
124,571,29
0,571,21
570,571,20
1301,571,6
573,572,24
1301,572,21
0,572,15
571,572,10
575,572,8
570,572,6
572,573,38
575,573,37
0,573,8
575,574,25
0,574,16
573,574,10
574,574,10
10098,574,7
574,575,39
573,575,33
572,575,10
268,576,37
0,576,24
577,576,9
143,576,6
143,577,79
0,577,12
0,578,38
10135,578,21
268,578,14
10424,578,6
1015,579,10
1165,579,9
255,579,6
136,581,27
149,581,25
579,581,15
0,581,13
584,582,25
0,582,22
129,582,7
581,584,14
149,584,11
129,584,11
582,584,10
0,584,7
0,586,57
586,586,36
0,587,65
586,587,32
0,589,51
587,589,31
586,589,10
591,590,55
0,590,18
589,590,17
590,590,7
0,591,43
590,591,27
591,591,18
589,591,6
1002,1001,28
1003,1001,12
1001,1001,7
1006,1001,6
259,1002,18
1001,1002,18
10014,1002,7
1015,1002,7
1001,1003,53
1004,1003,35
1005,1004,52
1003,1004,29
1004,1004,10
1006,1005,43
1004,1005,27
1007,1006,28
1005,1006,25
1001,1006,15
1165,1006,9
1006,1007,33
1002,1007,29
1008,1007,29
1009,1008,46
1007,1008,23
1010,1008,12
1010,1009,29
227,1009,23
1001,1009,6
1002,1010,50
1008,1010,32
1016,1014,45
5,1014,12
1016,1015,42
149,1015,9
1166,1015,6
1015,1016,36
1014,1016,25
1016,1016,9
10068,1018,32
172,1018,31
0,1018,10
75,1019,28
166,1019,25
1026,1019,8
0,1019,8
1103,1020,36
0,1020,13
151,1020,8
236,1020,7
68,1021,25
0,1021,11
255,1021,10
236,1021,8
10069,1021,7
1023,1022,58
0,1022,10
1022,1022,6
1022,1023,22
1015,1023,13
10133,1023,12
0,1023,10
10058,1024,17
0,1024,16
1026,1024,14
146,1024,14
57,1024,13
254,1025,15
0,1025,14
10405,1025,10
171,1025,9
10085,1025,6
240,1025,6
75,1026,27
10058,1026,26
1019,1026,7
0,1026,6
1028,1027,55
1025,1027,7
0,1027,7
254,1027,6
1025,1028,36
0,1028,11
254,1028,10
240,1028,6
171,1028,6
0,1029,30
1016,1029,16
0,1031,28
2,1031,17
10108,1031,13
237,1032,81
0,1032,7
73,1033,25
0,1033,24
275,1033,9
10086,1033,9
10089,1034,34
0,1034,13
228,1034,11
181,1034,11
228,1035,34
0,1035,23
1036,1036,15
0,1036,10
10134,1036,9
170,1036,8
10006,1036,7
0,1037,13
2,1037,12
1037,1037,11
1107,1037,8
10072,1037,6
247,1037,6
1164,1037,6
0,1038,27
170,1038,24
10134,1038,10
1036,1038,9
1038,1038,8
233,1038,6
1414,1039,47
0,1039,23
0,1040,31
1016,1040,16
1074,1040,10
10077,1040,7
79,1040,6
0,1041,30
248,1041,14
87,1041,9
0,1042,27
139,1042,21
87,1042,18
0,1043,28
10113,1043,26
1046,1043,11
10062,1043,9
0,1045,56
10113,1045,12
10109,1046,38
0,1046,18
138,1046,10
121,1046,6
1046,1047,29
0,1047,24
138,1047,16
10109,1047,10
0,1048,22
10107,1048,21
231,1048,17
1184,1048,9
138,1048,8
10062,1049,32
0,1049,25
87,1049,6
10065,1050,41
1052,1050,17
0,1050,14
10113,1050,10
10065,1051,35
0,1051,21
87,1051,6
10065,1052,23
1050,1052,21
10113,1052,20
0,1052,13
10106,1053,32
0,1053,14
248,1053,7
10111,1054,43
0,1054,28
92,1055,36
0,1055,24
1057,1055,22
10099,1055,10
91,1056,53
0,1056,20
10064,1056,14
10099,1057,27
1055,1057,23
92,1057,20
0,1057,19
0,1059,45
112,1059,16
111,1059,12
0,1061,39
151,1061,8
0,1062,30
101,1062,20
10121,1066,20
1067,1066,10
1016,1066,8
10133,1066,7
10133,1067,14
1016,1067,11
1066,1067,11
10121,1067,11
1068,1067,6
1016,1068,20
1067,1068,16
10133,1068,10
1073,1068,8
1015,1068,6
1066,1068,6
179,1069,21
10088,1069,13
72,1069,7
1014,1070,19
5,1070,11
10086,1070,9
181,1070,8
1069,1070,6
1014,1072,36
1075,1072,8
1015,1073,21
1016,1073,19
10119,1073,17
1068,1073,6
1016,1074,24
1077,1074,10
78,1074,6
10077,1074,6
1014,1075,16
1076,1075,13
1078,1075,6
1075,1076,23
1078,1076,15
1014,1076,7
1414,1076,6
1016,1077,33
78,1077,11
1079,1077,9
1076,1078,22
1075,1078,12
1414,1078,9
1014,1079,18
1016,1079,13
2,1079,7
1077,1079,6
1079,1080,16
1016,1080,14
1014,1080,9
1414,1080,9
1115,1081,42
1082,1081,30
0,1081,7
1115,1082,43
1081,1082,15
1301,1082,11
0,1082,10
1302,1082,7
1114,1083,33
0,1083,25
1121,1083,12
1113,1083,6
0,1084,34
10053,1084,25
112,1084,12
111,1084,10
0,1085,32
1091,1085,29
1123,1085,6
1088,1087,32
0,1087,25
242,1087,10
242,1088,47
1087,1088,26
0,1088,16
0,1089,34
1168,1089,28
259,1089,15
1092,1089,10
230,1090,74
0,1090,15
0,1091,33
259,1091,15
1085,1091,12
1091,1091,6
0,1092,50
1168,1092,14
1093,1092,11
1089,1092,7
0,1093,62
1168,1093,10
1089,1093,8
0,1095,74
259,1095,9
1186,1096,59
0,1096,35
10135,1097,24
10094,1097,11
0,1097,10
10424,1097,8
10096,1097,7
10093,1097,7
166,1103,25
56,1103,18
0,1103,11
255,1103,6
10134,1104,40
0,1104,22
170,1104,17
1036,1104,6
2,1107,17
0,1107,16
1107,1107,8
10056,1107,8
10071,1107,7
182,1107,7
1037,1107,6
10089,1108,32
0,1108,17
228,1108,7
1108,1108,7
1113,1111,21
1001,1111,6
1111,1112,96
1112,1113,8
1114,1113,7
1113,1113,7
151,1113,6
1115,1114,12
1301,1114,10
268,1114,7
1113,1114,6
1113,1115,8
1115,1115,7
1301,1115,7
1114,1121,46
1083,1121,14
0,1121,10
143,1122,47
0,1122,19
268,1122,14
578,1122,6
1175,1123,28
0,1123,24
1123,1123,9
1085,1123,7
93,1164,17
97,1164,9
98,1164,7
95,1164,6
268,1165,12
1001,1165,11
149,1165,11
1115,1165,8
10145,1166,21
1015,1166,15
149,1166,9
170,1166,8
10073,1167,65
1167,1167,18
1088,1168,55
1087,1168,15
242,1168,8
10094,1169,55
229,1169,8
10093,1169,6
10424,1170,76
267,1170,11
1165,1171,23
1115,1171,12
145,1171,9
143,1171,8
1122,1171,7
270,1173,27
10002,1173,15
1173,1173,14
10014,1173,12
156,1173,8
1175,1175,23
1085,1175,9
10093,1175,8
1176,1176,18
182,1176,18
10409,1176,14
263,1176,14
1413,1176,6
1177,1177,23
227,1177,9
132,1177,6
127,1177,6
253,1180,26
10638,1180,22
263,1180,10
1180,1180,6
71,1181,44
234,1181,15
72,1181,12
228,1182,17
1034,1182,14
1035,1182,7
181,1182,7
1014,1182,6
0,1182,6
1048,1184,43
10107,1184,29
138,1184,9
1186,1186,22
259,1186,14
0,1186,10
1175,1186,8
252,1187,17
1187,1187,13
0,1187,10
1014,1187,8
1115,1301,42
1302,1301,32
1082,1301,9
1303,1302,73
1115,1302,15
1115,1303,48
572,1303,15
571,1303,12
1301,1303,6
226,1413,14
97,1413,13
10057,1413,11
0,1413,8
95,1413,8
1414,1414,23
0,1414,9
1415,1415,25
10113,1415,14
1045,1415,8
265,10002,17
10006,10002,16
255,10002,8
1015,10002,7
149,10002,6
2,10005,54
10072,10005,12
1107,10005,6
255,10006,31
149,10006,26
236,10006,7
252,10007,22
1014,10007,11
0,10007,11
1187,10007,10
259,10013,23
270,10013,12
1002,10013,10
1173,10013,7
0,10013,7
1184,10013,6
10013,10014,91
65,10017,52
10104,10017,9
112,10053,69
0,10053,10
10057,10056,52
253,10056,9
10056,10057,53
226,10057,8
1026,10058,37
10085,10058,23
10405,10058,10
1049,10062,15
1047,10062,8
10062,10062,7
1043,10062,7
10113,10062,6
138,10062,6
1056,10064,42
91,10064,20
94,10064,13
10064,10064,6
1051,10065,17
1050,10065,15
10113,10065,7
10065,10065,7
100,10066,28
102,10066,24
97,10066,9
10066,10066,8
10091,10066,7
1018,10068,32
10104,10068,22
172,10068,10
151,10068,10
10068,10068,8
184,10069,13
10120,10069,9
68,10069,9
236,10069,7
10069,10069,7
0,10069,6
160,10070,42
10071,10070,8
264,10071,13
10071,10071,12
10070,10071,10
172,10071,8
171,10071,6
10408,10071,6
53,10072,37
2,10072,18
1164,10072,11
1,10072,9
1167,10073,53
82,10073,12
10073,10073,7
0,10073,6
254,10075,29
275,10075,10
69,10075,9
0,10075,7
1026,10075,6
10077,10076,36
1027,10076,16
176,10076,7
10076,10077,36
10115,10077,27
1029,10077,15
10064,10078,26
1,10078,25
10090,10078,17
93,10078,8
10078,10078,7
97,10079,26
10091,10079,12
10066,10079,10
10079,10079,7
10117,10080,23
10082,10080,21
237,10080,6
10108,10080,6
136,10081,47
137,10081,40
163,10082,40
266,10082,14
10070,10082,10
10082,10082,6
172,10082,6
136,10084,32
149,10084,17
129,10084,10
0,10084,6
10058,10085,25
10405,10085,14
10406,10085,11
2,10085,6
10105,10086,41
10118,10086,11
10086,10086,10
181,10086,6
10117,10087,59
72,10087,7
10087,10087,7
0,10087,6
10130,10088,38
237,10088,33
1034,10089,20
1108,10089,16
10089,10089,10
181,10089,9
10078,10090,32
93,10090,28
0,10090,10
94,10090,9
10090,10090,8
10127,10091,40
97,10091,31
10079,10091,9
91,10092,42
10099,10092,35
102,10092,10
10094,10093,19
10098,10093,17
10093,10093,12
0,10093,9
229,10094,32
10093,10094,18
10094,10094,17
0,10094,8
10097,10095,39
230,10095,27
230,10096,37
0,10096,11
10093,10096,9
10096,10096,8
10095,10097,49
10097,10097,17
0,10097,7
10093,10098,36
1087,10098,17
10096,10098,8
1088,10098,7
0,10098,7
10092,10099,40
1057,10099,35
1170,10101,25
1171,10101,19
10101,10101,13
0,10101,12
263,10101,12
10068,10104,30
59,10104,26
10122,10104,16
10118,10105,44
10086,10105,27
1053,10106,23
10113,10106,9
10106,10106,8
1415,10106,7
10107,10106,6
0,10106,6
138,10107,37
231,10107,26
1048,10107,14
10107,10107,7
1031,10108,23
10080,10108,11
10108,10108,10
0,10108,7
1046,10109,19
10109,10109,9
138,10109,8
10107,10111,37
10111,10111,13
1054,10111,9
138,10111,9
1043,10113,22
1415,10113,16
10113,10113,9
10106,10113,6
10071,10114,28
1164,10114,9
10408,10114,8
1107,10114,7
10114,10114,7
1016,10115,14
1074,10115,11
10115,10115,9
78,10116,41
1039,10116,11
10116,10116,7
79,10116,7
10087,10117,29
10080,10117,27
10128,10117,9
10105,10118,31
10140,10118,12
10118,10118,10
10086,10118,6
10120,10119,27
1015,10119,16
1016,10119,15
1073,10119,10
10119,10119,8
10119,10120,33
10069,10120,14
10120,10120,11
0,10120,6
68,10121,31
0,10121,10
10121,10121,10
1066,10121,7
10568,10122,42
59,10122,29
10104,10122,12
10124,10123,22
10071,10123,14
173,10123,12
1024,10123,6
10123,10124,38
10405,10124,22
10085,10124,9
1018,10126,29
10070,10126,19
10068,10126,12
10126,10126,8
0,10126,7
1026,10126,6
10084,10127,13
151,10127,12
92,10127,9
129,10127,8
136,10127,6
10066,10127,6
0,10127,6
10406,10128,26
1033,10128,12
73,10128,10
10130,10128,8
10086,10128,7
10088,10130,40
73,10130,14
0,10130,7
10066,10131,22
10091,10131,15
92,10131,12
97,10131,9
67,10132,30
255,10132,15
149,10132,7
10132,10132,7
1023,10133,15
10133,10133,11
0,10133,8
233,10134,44
170,10134,23
10134,10134,10
0,10134,6
1097,10135,16
0,10135,11
10135,10135,10
143,10135,10
129,10136,34
10136,10136,17
1001,10136,6
10118,10140,17
10076,10140,12
10140,10140,7
138,10141,25
10141,10141,18
10111,10141,6
10410,10142,33
252,10142,13
10142,10142,12
0,10142,10
1166,10145,64
10146,10145,22
10146,10146,33
10145,10146,26
0,10146,15
1166,10146,7
253,10403,26
10128,10403,17
179,10403,10
1180,10403,9
171,10405,24
10124,10405,21
10076,10405,10
1024,10405,6
10085,10406,23
10406,10406,12
10080,10406,11
10114,10408,38
2,10408,21
252,10408,11
10408,10408,6
10409,10409,30
1176,10409,12
0,10409,8
1180,10409,7
274,10410,52
10410,10410,12
0,10410,7
10412,10412,18
0,10412,18
259,10412,13
1040,10414,15
10414,10414,11
1039,10414,10
0,10414,9
10133,10414,7
1016,10414,6
267,10424,48
10424,10424,11
10135,10424,8
10122,10568,50
149,10568,13
10569,10569,12
10069,10569,9
236,10569,8
254,10570,16
0,10570,13
240,10570,6
10076,10570,6
240,10571,16
2,10571,12
0,10571,6
10085,10571,6
151,10572,14
0,10572,10
255,10572,9
240,10573,14
0,10573,11
10571,10573,6
10085,10573,6
69,10574,11
151,10574,6
0,10575,17
1166,10575,15
1015,10575,11
170,10575,8
0,10576,57
145,10578,20
1165,10578,18
1115,10578,11
10578,10579,41
143,10579,20
149,10580,13
1001,10580,12
582,10580,12
584,10580,10
1165,10580,6
1112,10581,30
10580,10581,21
1001,10581,6
1111,10582,59
124,10582,28
10582,10583,51
10585,10583,25
1165,10583,8
1111,10583,7
10583,10584,76
10582,10584,7
10585,10584,6
10582,10585,26
1111,10585,25
124,10585,8
10135,10586,18
268,10586,13
10579,10586,13
143,10586,8
0,10586,7
10586,10587,39
143,10587,14
268,10587,7
1180,10638,37
0,10638,16
263,10638,11
1413,10638,10
