1165,579,149,232:887
10013,10014,259,229:886
234,10608,10606,10618:885
1001,1111,1112,124:883
582,581,579,149:882
10133,1067,1068,1073:881
124,126,1115,1171:880
1014,1016,1015,10145:879
97,10091,151,10068:876
10097,10095,263,1180:874
1187,252,73,240:874
1036,1022,1023,10133:873
240,2,10005,1:870
1014,1079,1077,1074:869
10410,10142,1187,10007:868
1414,1014,10056,10057:868
1014,5,1187,10007:868
1092,242,1089,1088:865
1016,1014,5,274:865
253,10403,253,1180:862
10084,10127,10091,1413:862
10146,10145,1166,1015:862
259,1002,1001,1165:861
1104,170,1015,1016:860
237,10088,10130,240:859
10618,10606,72,10608:859
270,10013,10014,227:859
10113,1052,1050,10065:859
10013,10014,248,10129:858
259,10013,10013,10014:858
110,112,106,104:857
75,1019,166,151:857
1016,1015,1002,259:852
1002,1007,1006,1005:851
10127,10091,97,112:849
259,10013,10014,1166:848
10127,136,10081,137:848
10133,232,1166,10145:847
1027,10076,10077,1029:846
1115,1081,1082,145:846
10589,1166,10145,10146:845
1166,149,579,1165:844
10133,79,78,10116:844
1002,259,1089,242:843
1115,1165,1301,570:842
10634,10609,10618,1182:839
248,10013,10014,1173:839
10118,10105,10086,1033:837
10620,10621,10622,10623:836
267,10424,10100,143:836
2,10005,1,1171:836
10084,10127,10091,10079:835
110,111,106,104:834
10057,10056,10007,1187:834
1165,1171,263,226:833
119,120,86,122:830
586,586,587,588:830
149,10568,10122,10104:829
10013,10014,1002,1002:828
253,10403,10626,10108:828
1077,1079,1080,1414:828
1166,10145,10146,10146:827
267,1170,267,10424:826
10095,230,10096,10098:826
1014,1016,1016,1015:825
97,10091,129,10136:823
10115,10077,10076,69:822
1074,1016,1016,1014:819
10615,1014,1016,1015:819
10568,257,67,10132:819
73,275,238,254:817
1029,10077,10076,1026:816
10145,1166,255,236:815
268,1122,143,145:813
10078,10090,93,118:812
1077,1079,1080,1014:811
10068,1018,10126,151:811
242,1088,1087,1087:809
586,588,587,589:807
10424,1170,10095,10097:807
10133,1023,1022,1036:806
1413,263,263,226:805
10145,10013,10014,227:805
10610,10636,10611,181:805
10082,10626,10403,253:804
1180,263,10095,10097:803
10094,1169,229,10094:803
10057,10056,1107,2:803
10136,1001,1002,259:798
10013,10014,259,1092:797
10614,10615,10616,1072:797
265,255,236,254:792
10100,260,10135,1169:791
5,1014,1016,1016:791
10624,10624,10605,10603:790
10624,10605,10605,10624:789
116,104,106,112:787
1016,1015,1015,1016:787
5,1014,1079,1077:786
1414,1014,5,274:786
10108,2,10005,1:785
107,144,142,1171:785
10638,1180,10403,240:784
259,1002,1010,1009:784
232,10134,265,10002:783
10081,136,129,10136:783
270,1173,265,10002:783
268,1114,1083,1121:783
116,104,106,107:782
588,588,590,591:779
10628,2,10005,1:777
107,112,10053,1084:777
1164,1,2,10115:776
581,579,149,1015:776
1088,1168,1089,1092:774
10145,1166,149,10131:774
10113,1043,10110,10109:773
10096,10135,10100,578:773
10013,10013,10014,10014:772
1015,1073,10119,10120:772
10092,10099,102,10066:772
1074,1016,1015,1166:770
10403,253,1180,10638:769
10139,10138,176,1029:768
10133,10133,1023,1022:765
1051,10065,1050,1052:765
267,10424,10100,578:764
10104,10122,10568,1166:763
1303,1302,1082,1081:763
1111,1112,1113,11:760
10134,265,10002,10134:760
1171,259,10013,10014:758
10568,10122,10104,64:757
259,1002,1001,579:756
10127,10091,97,10091:756
145,1171,263,10638:753
10013,10014,259,1186:753
1079,1077,1074,1016:752
591,591,590,591:752
10056,10057,101,103:752
10103,10065,1050,1052:751
149,1015,1016,1016:750
1113,1111,124,1002:750
10057,10056,10403,10626:750
106,112,10053,1084:749
93,10090,10090,93:749
93,10090,10078,91:749
10057,10056,247,1180:749
10114,10408,1187,10007:749
10144,10062,10125,10113:748
1115,1081,1301,570:747
1187,252,10626,10108:747
252,10408,10114,10071:746
579,149,1165,145:744
1015,10568,10122,10104:744
1173,10013,10014,248:738
1113,1115,1082,1171:738
1015,1016,1074,10115:737
95,116,104,106:736
268,1113,1111,124:736
1015,1016,1014,1187:735
1107,10005,1,93:733
143,1171,263,226:733
1070,10629,10615,10086:732
10071,10056,10057,1413:731
10098,1087,1088,1168:731
10097,10095,230,230:731
1115,1301,575,574:730
263,95,1413,263:730
10077,10076,10405,10085:729
1014,1016,1015,10004:729
10624,10605,10603,10600:728
10145,1015,1016,1014:728
257,10122,59,10104:727
1008,1007,1006,1001:726
91,10092,10099,1057:726
120,10143,119,87:725
10081,136,10081,137:723
1016,1016,1014,5:721
10100,260,10135,1186:716
1115,1081,1082,143:715
252,53,10072,2:714
10598,10123,264,10071:711
1414,1039,1039,1414:711
10598,10599,10630,10627:710
268,576,142,145:709
10068,10126,160,10070:708
10097,10095,263,10638:708
10638,1180,10409,247:707
10413,10094,230,10095:707
1165,579,149,10006:707
1015,1015,1016,1014:706
10081,136,579,149:706
10013,10014,259,268:705
10066,102,10092,91:704
10098,10413,10094,1169:704
10087,10117,10080,163:703
1171,263,234,1181:703
270,10013,10014,1165:702
1087,1088,1168,272:701
10120,10119,1016,1014:701
10403,253,10638,1180:699
73,10105,10118,1414:697
590,588,587,586:697
1187,252,10408,10114:696
1054,10111,1048,1184:695
231,10107,138,10141:693
170,1166,10145,10146:693
10079,10091,10066,102:693
226,95,1413,1413:692
10115,10077,10076,10076:691
10413,10135,10100,578:689
1187,5,1014,1015:689
1180,10403,10626,10108:688
1166,1015,1016,1016:687
10413,10135,10424,1170:687
231,10107,138,138:687
254,236,255,149:686
1166,10568,10122,59:686
10056,10057,97,10079:686
1115,10100,260,10135:685
149,1111,1112,124:685
1015,149,1165,1171:685
1022,1023,10133,10414:685
10056,10057,1115,1301:684
226,95,116,107:683
1070,5,10056,10057:682
10101,263,226,95:681
10071,10123,10124,10405:681
124,572,573,575:681
10053,110,110,111:681
1014,1016,1073,1068:680
10090,93,101,103:680
145,1165,579,149:679
97,10091,10091,97:679
268,1165,1165,1171:679
1166,1166,10013,10014:679
10013,10014,227,227:678
87,119,10143,120:677
10005,1,101,103:677
1015,1016,1014,1181:677
136,137,139,87:677
1002,259,1091,1085:676
1115,1082,1081,10091:675
112,145,142,144:675
142,145,143,1171:675
1025,238,254,255:674
1165,136,10081,137:672
1048,1184,10013,10014:671
136,10081,137,10109:669
10638,1180,10403,10626:669
1075,1014,1016,1015:669
97,1164,1,2:668
10081,137,139,87:667
1115,1115,1303,1302:667
10134,1166,10145,10146:667
10086,10105,10118,1414:666
10006,255,236,254:664
254,238,275,1414:664
1014,5,10073,1167:663
136,10081,10081,137:663
1413,1413,263,268:663
87,137,10081,136:662
1115,1171,263,10638:662
10090,93,1164,2:661
10096,230,263,10638:661
1023,10133,1015,1016:658
252,253,1180,263:658
1092,1089,242,1087:657
1031,10108,10403,253:657
10137,1001,1003,1001:657
10118,10105,10086,10086:657
92,1055,1057,10099:657
10113,1043,1046,10109:656
1414,1080,1080,1414:655
1114,1113,1111,124:655
1164,1,10114,10408:654
1002,1001,1165,1171:654
10134,1173,10013,10014:652
1104,170,1166,1166:652
10111,138,10110,10109:651
1074,1040,79,78:650
263,226,1164,2:650
579,149,10568,257:650
1171,263,10638,10638:650
259,1002,1015,1016:649
1092,259,1002,1001:647
1104,1015,1016,1014:647
226,97,10066,102:646
1303,1302,1115,1082:646
119,10143,120,122:645
10087,10117,10595,10625:645
274,10410,10142,10142:645
226,97,10091,151:644
10624,10623,10622,10621:644
10056,10057,142,145:644
236,255,1166,10145:644
10090,93,118,1413:643
1023,1022,1022,1023:643
10121,1066,1023,1022:642
230,230,10095,10097:642
5,1070,10629,10615:641
10595,10117,10087,10613:640
101,103,1115,1301:639
145,142,144,1171:639
1014,1016,1016,1014:639
1026,10058,10085,1030:639
10088,10130,73,240:637
1015,1016,1016,1016:637
149,1165,1115,1301:637
259,248,10129,10103:637
119,10143,120,86:636
587,586,586,587:636
102,91,1056,10064:635
1084,111,106,104:635
586,587,588,588:635
67,10132,10006,1036:633
110,111,145,1171:633
255,236,238,275:633
259,231,10107,138:632
97,136,10081,137:632
10627,275,238,254:631
259,242,1088,1087:631
1167,10073,82,10073:631
263,1180,274,10410:631
10099,102,10066,10079:630
1057,1055,92,10127:630
71,10608,72,10606:630
10620,10621,10621,10620:630
107,142,145,143:630
10114,10408,10005,1:630
149,579,1165,145:629
10100,10100,260,10135:627
10069,10404,236,151:627
233,10134,1104,170:627
10081,137,10081,136:627
97,10091,136,137:626
110,111,10053,110:626
111,1084,145,1171:625
53,10072,2,10627:625
584,582,1001,1002:625
10084,10127,10091,10091:622
10627,10139,10138,176:620
10619,10606,10608,1181:620
10133,1023,1022,10134:620
1111,1112,10581,124:619
106,104,97,10091:618
10093,10413,10094,230:618
112,10053,143,1122:618
10636,10610,1034,10620:618
1066,1067,1067,1066:617
1104,170,1166,10145:616
10135,10424,1170,263:616
10013,10014,231,10107:616
1052,1050,10065,1051:614
586,586,588,589:614
579,149,1015,1014:613
10403,10626,163,10082:613
1066,10121,10121,1066:612
10077,10138,10139,1414:612
10413,10413,10094,1169:612
151,136,10081,137:611
145,10100,260,10135:611
176,10138,10139,1414:610
591,590,588,588:610
129,10084,10127,10091:609
1092,1089,242,10098:609
1074,1016,1016,1015:609
1014,1016,1015,1015:608
10013,10014,259,226:607
1015,1016,5,274:607
234,10608,72,10619:605
255,236,254,1025:605
1040,79,78,10116:605
1170,263,226,95:605
1070,181,1070,181:603
10115,10077,10076,239:602
10081,136,10084,10127:602
1113,1111,1083,124:601
10414,10133,1023,1022:601
10618,10608,71,1181:601
73,275,254,236:601
1029,10077,10076,10076:600
1164,1,2,73:599
10136,10127,10091,97:598
263,268,10100,260:598
1002,1001,1001,1002:597
226,95,97,10091:596
149,10006,255,236:596
255,255,10132,67:595
1113,1113,1111,124:595
10613,10596,10633,10597:594
59,10122,10568,1166:593
88,10109,10110,1046:592
1111,1111,1112,124:592
10405,10085,1030,10627:592
227,259,242,1088:591
10133,579,149,1165:590
1111,1112,1113,1115:589
143,1171,263,10638:589
1019,75,275,1414:589
10623,10622,10621,1182:588
1413,226,1413,226:587
1413,263,229,10094:587
149,1001,1002,259:587
10133,1067,1068,10120:586
10077,10076,10076,10077:586
78,1077,1079,1080:586
248,10129,10103,133:585
1107,10005,1,97:585
1115,1115,1082,1081:585
241,252,53,10072:585
10608,71,71,1181:585
73,10128,10403,253:584
10097,10095,229,10094:584
10603,10602,1069,5:583
1115,1302,1082,1081:581
1103,56,10132,67:581
10638,1180,274,10410:580
255,56,1103,1020:579
145,1171,263,226:579
10099,1057,92,10127:578
1079,1080,1414,1414:578
138,10107,1184,259:578
234,71,71,1181:578
234,10608,71,1181:577
88,137,10081,136:577
1001,1002,259,230:576
1168,1089,259,1002:575
10146,10146,10145,1166:575
10121,1066,1166,10145:575
10142,252,53,10072:574
234,71,10608,1181:573
10057,10056,10409,1176:572
1015,1016,1016,1014:572
97,100,10066,10131:572
160,10070,172,10071:570
1164,2,1031,10108:570
1167,1167,10073,10073:569
10145,1166,1015,1068:569
10097,10095,268,576:569
1002,1001,1165,143:568
1165,579,149,255:568
144,142,145,111:567
1165,1171,268,1165:567
10637,10612,10603,10625:567
112,10053,1084,145:567
1167,10073,82,1167:566
10109,10110,10113,1415:566
236,254,69,66:565
10109,1015,1016,1014:564
1176,182,10056,10057:564
1016,1015,149,1165:564
97,112,10053,1084:563
5,10612,10611,181:563
274,10410,10142,274:563
151,254,238,1028:562
149,1115,1165,1301:562
234,1181,234,1181:561
1180,263,268,576:560
124,126,1115,1082:560
1014,1079,1080,1014:560
1171,263,263,268:560
252,53,10072,1:559
1187,1187,10007,1187:558
144,142,142,144:558
237,10088,10130,73:558
10144,10062,10125,1043:557
10076,10077,1016,1015:557
151,10068,1018,10126:557
10600,1014,1016,1015:555
156,10568,10122,59:555
263,268,1165,1006:554
1074,1040,10414,1414:554
10013,10014,1173,10134:553
1016,1015,1166,1166:553
1040,79,78,1414:553
268,1114,1121,11:552
92,1057,10099,10092:552
1165,10004,1015,1016:552
10404,10069,10120,10119:551
10410,10056,10057,97:551
95,10057,10056,247:551
143,577,1115,1301:551
234,10608,72,10634:550
145,143,143,145:550
112,10053,1084,111:549
124,572,573,574:549
149,1015,1016,1074:549
231,10107,10111,1054:549
1413,263,268,576:548
10091,10066,102,10066:548
10135,10100,1122,143:547
10127,10091,97,94:547
265,10002,265,10002:546
68,10121,1023,1022:546
587,588,589,590:543
263,226,1413,1413:543
