579,149,10568,10122,59,10104,10068,1018,10126,160,10070:138
5,10595,10117,10087,10634,10609,10606,72,10608,71,1181:131
10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:131
10013,10014,1002,1010,1008,1007,1006,1005,1004,1003,1001:131
10612,10611,10636,10610,10089,10635,10618,72,10608,71,1181:131
143,145,142,144,95,144,142,145,143,10579,1171:130
10071,10070,10126,1018,10068,172,172,10104,59,10122,10568:128
92,1055,1057,10099,10092,91,1056,10064,10078,10090,93:127
10084,10127,83,92,1055,1057,10099,10092,91,1056,10064:126
228,10610,10636,10624,10605,10603,10602,1069,237,10088,10130:126
234,10608,72,10606,1108,10635,10089,1034,10610,10636,10611:125
1166,10568,10122,59,10104,10068,1018,10126,160,10070,173:124
156,10568,10122,59,10104,10068,1018,10126,160,10070,172:123
10632,10594,10595,10117,10087,10634,10609,10606,10608,71,1181:120
10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130:120
10612,10611,10636,10610,10089,10635,10618,10606,10608,71,1181:120
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605:120
234,71,10608,10606,1108,10635,10089,1034,10610,10636,10611:119
234,10608,72,10606,10618,10618,10606,72,10608,71,1181:119
149,10568,10122,59,10104,10068,1018,10126,160,10070,173:113
1166,10568,10122,59,10104,10068,1018,10126,160,10070,172:113
10568,10122,59,10104,10068,1018,10126,160,10070,10071,1107:112
10612,10611,10636,10610,10089,10635,10618,10606,72,10608,1181:111
234,71,10608,10619,10620,10621,10622,10623,10624,10605,10603:109
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10602:108
10611,10636,10610,1034,10089,10635,1108,10618,10606,10608,1181:108
10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:104
234,10608,72,10619,10620,10621,10622,10623,10624,10605,10603:103
10635,10089,1034,10610,10636,10611,10612,10637,1014,1016,1015:102
234,10608,72,10606,10635,10089,1034,10610,10636,10611,10612:101
156,10568,10122,59,10104,10068,1018,10126,160,10070,10071:101
234,71,10608,72,10619,10620,10622,10623,10624,10605,10603:99
10611,10636,10610,10089,10635,10618,10606,72,10608,71,1181:99
1069,10602,10603,10605,10624,10623,10622,10621,10620,1035,1182:99
274,10410,5,10602,10603,10605,10624,10623,10622,10621,10620:98
10632,10594,10595,10117,10087,10634,10609,10606,72,10608,1181:98
234,71,10608,72,10606,10618,10618,10606,10608,71,1181:98
234,71,10608,10606,10618,10618,10606,72,10608,71,1181:96
10603,10605,10624,10623,10622,10621,10620,10619,10608,71,1181:96
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603:96
234,10608,10619,10620,10621,10622,10623,10624,10605,10603,10602:96
265,10568,10122,59,10104,10068,1018,10126,160,10070,173:96
234,10608,72,10619,10620,10622,10623,10624,10605,10603,10602:94
10109,10110,1046,138,10107,1048,1184,10013,10014,270,270:91
10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118:90
10070,10126,1018,172,172,10104,59,10122,10568,1166,10145:90
10133,10568,10122,59,10104,10068,1018,10126,160,10070,173:90
10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:90
234,71,10608,72,10606,10634,10087,10117,10595,10594,5:88
85,84,92,1055,1057,10099,10092,91,1056,10064,1413:87
10145,1166,10568,10122,10104,10068,1018,10126,160,10070,173:87
5,10602,10603,10605,10624,10623,10622,10621,10620,1035,1182:86
10145,1166,10568,10122,10104,10068,1018,10126,160,10070,172:86
10071,10070,172,172,10126,1018,10068,10104,59,10122,10568:86
234,71,10608,10606,10635,10089,1034,10610,10636,10611,10612:86
234,71,10608,10619,10620,10622,10623,10624,10605,10603,10602:84
10130,10088,1069,10602,10603,10605,10624,10636,10610,1034,1182:84
10087,10117,10595,10594,10632,10080,10593,163,10082,10070,173:84
10109,10110,1046,1047,138,10107,1048,1184,10013,10014,270:84
10603,10605,10624,10623,10622,10621,10620,10619,72,10608,1181:82
10128,10632,10594,10595,10117,10087,10634,10609,10606,10608,1181:82
234,71,10608,72,1108,10635,10089,1034,10610,10636,10611:82
94,10064,1056,91,10092,10099,1057,1055,92,84,85:82
232,10568,10122,59,10104,10068,1018,10126,160,10070,173:82
10568,10122,59,10104,10068,1018,10126,160,10070,172,173:82
234,10608,72,10606,10634,10087,10117,10595,10594,10632,10080:80
265,10568,10122,59,10104,10068,1018,10126,160,10070,172:80
234,71,10608,72,10606,10634,10595,10594,10632,10593,163:80
10624,10624,10605,10603,10602,1069,237,10088,10130,73,240:80
10133,10568,10122,59,10104,10068,1018,10126,160,10070,172:79
234,10608,72,10606,10618,10635,10089,1034,10610,10636,10611:78
10080,10632,10594,10595,10117,10087,10634,10609,10606,10608,1181:78
10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608:77
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10624:77
10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10618:76
10070,10126,1018,10068,10104,59,10122,10568,1166,10145,10146:76
10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130:75
270,1173,156,10568,10122,10104,10068,1018,10126,160,10070:75
10595,10117,10087,10633,10597,10634,10609,72,10608,71,1181:75
10623,10622,10621,10620,10033,10619,10038,10606,10608,71,1181:75
234,71,10608,72,10606,10618,10618,10606,72,10608,1181:75
234,71,10608,72,10606,10618,10606,72,10608,71,1181:75
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117:73
10612,10611,10636,10610,10089,10635,1108,10618,10606,10608,1181:72
234,71,10608,72,10634,10087,10117,10595,10080,163,10082:72
10145,1166,10568,10122,59,10104,10068,10126,160,10070,173:71
10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:71
234,71,10608,72,10606,10619,10606,72,10608,71,1181:71
10611,10636,10610,10089,10635,1108,10618,10606,10608,71,1181:70
10145,1166,10568,10122,59,10104,10068,10126,160,10070,172:70
270,1173,156,10568,10122,59,10104,10068,10126,160,10070:70
1107,82,10602,10603,10605,10624,10623,10622,10621,10620,10619:69
234,71,10608,72,10606,1108,10635,10089,1034,10610,10636:69
10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:69
234,71,10608,10606,10634,10087,10117,10595,10594,10632,10080:69
10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602:68
234,71,10608,10606,10618,10635,10089,1034,10610,10636,10611:68
10013,10014,227,1009,1008,1007,1006,1005,1004,1003,1001:67
1187,10597,10633,10117,10595,10594,10632,10080,10593,163,10082:67
10071,10070,10126,1018,172,172,10068,10104,59,10122,10568:66
264,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597:66
234,71,10608,10606,10634,10597,10633,10087,10117,10595,10594:66
10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10618:66
10618,10634,10597,10633,10117,10595,10594,10632,10593,163,10082:66
10611,10636,10610,1034,10089,10635,10618,10606,72,10608,1181:65
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10624:65
1015,1016,1074,1077,1080,1080,1079,1077,1074,1016,1015:65
149,10568,10122,59,10104,10068,1018,10126,160,10070,10071:65
10611,10636,10610,10089,10635,1108,10618,10606,72,10608,1181:64
10621,10622,10623,10617,10595,10594,10632,10080,10593,163,10082:64
10636,10610,1034,10635,1108,10618,10606,72,10608,71,1181:64
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10613:64
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10600:64
10109,85,84,92,1055,1057,10099,10092,91,1056,10064:62
10612,10611,10636,10610,10635,10618,10606,72,10608,71,1181:62
1001,1003,1004,1005,1006,1007,1008,1010,1002,10013,10014:62
107,144,142,145,143,1122,1122,143,145,142,144:62
10611,10636,10610,1034,10089,10635,10618,72,10608,71,1181:61
10612,10611,10636,10610,1034,10089,10635,10618,10606,10608,1181:61
10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603:61
10097,10095,230,10096,10093,10098,10093,10096,230,10095,10097:61
102,91,1056,10064,10078,10090,93,145,145,142,144:61
10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069:61
10082,10593,10080,10632,10594,10595,10117,10623,10622,10621,10620:61
1015,10568,10122,59,10104,10068,1018,10126,160,10070,173:60
268,143,145,142,144,95,144,142,145,143,10579:60
10068,1018,10126,160,10070,172,10082,10593,10080,10632,10594:59
234,71,10608,72,10606,10634,10597,10633,10117,10595,10594:59
10611,10636,10610,1034,10089,10635,10618,10606,10608,71,1181:58
5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10618:58
234,10608,72,10606,10634,10597,10633,10087,10117,10595,10594:57
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10613:57
1164,2,266,10082,10593,10080,10632,10594,10595,10117,10087:57
10624,10605,10603,10602,237,10088,10130,73,275,238,254:56
10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:56
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,1187:56
10623,10622,10621,10620,10033,10619,10038,10606,72,10608,1181:56
10632,10594,10595,10117,10087,10634,10609,72,10608,71,1181:56
10568,10122,59,10104,10068,1018,10126,160,10070,172,10082:55
10087,10117,10595,10594,10632,10080,10593,163,10082,10123,52:55
234,10608,72,10620,10621,10622,10623,10624,10605,10603,10602:55
265,10568,10122,59,10104,10068,1018,10126,160,10070,10071:55
1070,10629,10615,10086,10105,10118,10105,10086,10615,1070,1069:55
1015,1016,1014,10602,10603,10605,10624,10623,10622,10621,10620:53
10099,10092,91,1056,10064,10078,10090,93,93,108,115:53
77,10070,10126,1018,10068,10104,59,10122,10568,1166,10145:53
10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088:53
10145,1166,149,92,1055,1057,10099,10092,91,1056,10064:52
232,10568,10122,59,10104,10068,1018,10126,160,10070,172:52
1035,1034,10610,10636,10617,10595,10594,10632,10593,163,10082:52
234,71,10608,72,10635,10089,1034,10610,10636,10611,10612:52
10070,10126,1018,10068,172,10104,59,10122,10568,1166,10145:52
71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605:52
10623,10622,10621,10620,10033,10619,10606,72,10608,71,1181:52
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620:52
10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71:51
10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608:51
234,10608,10606,10634,10634,10609,10606,72,10608,71,1181:51
85,84,92,1057,10099,10092,91,1056,10064,10057,10056:51
97,10091,136,10081,137,10081,136,10084,10127,10091,97:50
10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,1182:50
10620,10613,10596,10117,10595,10594,10632,10080,10593,10626,10108:50
10140,10105,10086,10615,10616,1072,10623,10622,10621,10620,10619:50
2,10005,1,10078,1056,91,10092,10099,1057,1055,92:50
10056,10057,10064,1056,91,10092,10099,1057,1055,92,84:50
10146,10145,1166,10568,10122,10104,10068,1018,10126,160,10070:50
1015,1016,1014,10602,10603,10605,10624,10623,10622,10621,10613:50
228,1035,1034,10610,10636,10624,10605,10603,10602,1069,237:49
268,143,145,142,144,107,144,142,145,143,1171:49
234,71,10608,72,10620,10621,10622,10623,10624,10605,10603:49
1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10618:49
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595:49
10082,10593,10080,10632,10594,10595,10117,10636,10610,10089,10635:49
1108,10635,10089,1034,10610,10636,10611,10612,10637,1014,1016:48
10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240:48
10071,10070,10126,1018,10104,59,10122,10568,156,1173,270:48
10624,10605,10603,10602,1069,237,10088,10130,73,275,254:48
1108,10635,10089,1034,10610,10636,10624,10605,10603,10602,1069:48
87,1042,139,137,10081,136,10084,10127,10091,97,1413:48
10568,10122,59,10104,10068,1018,10126,160,10070,173,10123:47
228,1035,1034,10610,10636,10624,10605,10603,10602,1069,5:47
160,10070,173,10123,10124,10405,1025,1028,1027,10076,10077:47
574,575,573,572,1115,1303,1302,1301,1301,1082,1081:47
71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603:47
1069,10602,10605,10624,10623,10622,10621,10620,10606,10608,1181:47
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10624:47
234,71,10608,72,10606,1108,10635,10089,10610,10636,10611:47
10070,10126,1018,172,10104,59,10122,10568,156,1173,270:46
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606:46
85,84,92,1055,1057,10099,10092,91,1056,10064,10078:46
265,85,84,92,1055,1057,10099,10092,91,1056,10064:46
234,10608,10619,10620,10621,10622,10623,10624,10605,10603,10600:46
71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603:45
234,71,10608,72,10606,10618,10635,10089,10610,10636,10611:45
268,143,145,142,144,144,142,145,143,10579,1171:45
234,71,10608,72,10606,10635,10089,10610,10636,10611,10612:45
10612,10611,10636,10610,1034,10089,10635,10618,72,10608,1181:45
234,71,10608,72,10606,10619,10619,10606,10608,71,1181:45
10070,10126,1018,10068,172,172,10104,59,10122,10568,1166:45
1036,10568,10122,59,10104,10068,1018,10126,160,10070,172:45
228,1034,10610,10636,10624,10605,10603,10602,237,10088,10130:44
10624,10605,10603,10602,1069,237,10088,10130,73,275,1026:44
270,1173,10568,10122,59,10104,10068,1018,10126,160,10070:44
10602,10603,10605,10624,10623,10622,10621,10620,72,10608,1181:44
137,10081,136,10084,10127,10091,97,10091,136,10081,137:44
10087,10117,10595,10594,10632,10080,10593,10108,2,10005,1:44
10595,10117,10087,10634,10609,10606,72,10608,71,71,1181:44
10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033:44
10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620:44
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,1182:44
149,64,168,62,65,10017,149,136,120,119,87:44
10071,10070,10126,172,172,1018,10068,10104,59,10122,10568:43
1015,1016,1074,1077,1079,1080,1079,1077,1074,1016,1015:43
10146,10145,1166,10568,10122,59,10104,10068,10126,160,10070:43
269,234,10608,10606,10619,10620,10621,10622,10624,10605,10603:43
10082,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597:43
10145,10568,10122,59,10104,10068,1018,10126,160,10070,172:43
234,10608,72,10606,10619,10619,10606,72,10608,71,1181:43
10593,10632,10594,10595,10634,10609,10606,72,10608,71,1181:43
71,10608,72,10606,1108,10635,10089,1034,10610,10636,10611:43
1087,1088,1168,259,227,227,259,1089,242,1088,1087:42
10133,10568,10122,59,10104,10068,1018,10126,160,10070,10071:42
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10625:42
1166,10568,10122,59,10104,10068,1018,10126,160,10070,10071:42
234,71,10608,72,10606,10618,10635,10089,1034,10610,10636:42
234,10608,10606,10620,10621,10622,10623,10624,10605,10602,1069:42
10625,10595,10117,10087,10634,10609,10606,72,10608,71,1181:41
234,10608,72,10606,10634,10634,10609,10606,10608,71,1181:41
228,1035,1034,10610,10636,10617,10595,10594,10632,10080,10593:41
10082,10593,10080,10632,10594,10595,10117,10087,10087,10633,10597:41
10612,10611,10636,10610,1034,10089,10635,10618,10608,71,1181:41
10064,1056,91,10092,10099,1057,102,10092,91,1056,10064:41
10636,10610,1034,10089,10635,1108,10618,10606,72,10608,71:41
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,1182:41
10624,10605,10603,10602,1069,237,1069,10602,10603,10605,10624:40
10620,10621,10622,10623,10624,10605,10603,10602,1014,1016,1015:40
103,97,10131,579,149,10006,255,1066,1067,1068,1073:40
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,1182:40
1015,1016,1014,1070,10602,10603,10605,10624,10623,10622,10621:40
234,10608,72,10606,10635,10089,1034,10610,10636,10611,181:40
234,10608,10606,10634,10087,10117,10595,10594,10632,10080,10593:40
1066,1067,1068,1073,1074,1077,1079,1080,1078,1076,1075:40
1167,10073,252,53,10072,10005,1,93,93,108,115:40
1122,143,145,142,144,107,144,142,145,143,1122:40
234,71,10608,10606,10635,10089,1034,10610,10636,10611,181:40
1173,156,10568,10122,10104,10068,1018,10126,160,10070,172:40
234,10608,10606,10620,10622,10623,10624,10605,10603,10602,1069:40
92,1055,1057,10099,10092,91,1056,10064,10057,10056,247:39
10624,10605,10603,10600,1070,10629,10615,10086,10105,10118,10140:39
10082,10593,10080,10632,10594,10595,10117,10117,10087,10633,10597:39
10070,10126,1018,10068,172,172,10104,59,10122,10568,10002:39
10624,10605,10603,10602,1069,237,10088,10130,73,240,1030:39
10071,10070,10126,1018,172,10068,172,10104,59,10122,10568:39
10056,10057,10064,91,10092,10099,1057,1055,92,84,85:39
5,10595,10117,10087,10633,10597,10634,10609,10606,10608,1181:39
10629,10615,10086,10105,10118,10140,10140,10118,10105,10086,10615:39
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033:39
10056,10057,10064,1056,91,10092,10099,1057,1055,92,10127:39
10087,10117,10595,10594,10632,10080,10593,163,10082,10005,1:39
10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10600:39
10603,10605,10624,10623,10622,10621,10620,10606,10608,71,1181:38
234,71,10608,72,10606,1108,10635,10089,1034,10610,10611:38
234,10608,10606,10635,10089,1034,10610,10636,10611,10612,10637:38
10064,91,10092,10099,102,10066,102,10092,91,1056,10064:38
10632,10594,10595,10117,10634,10609,10606,72,10608,71,1181:38
10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73:38
10602,10603,10605,10624,10623,10622,10621,10613,10596,10633,10597:38
82,5,10602,10603,10605,10624,10623,10622,10621,10620,10619:38
234,71,10608,10606,10619,10619,10606,72,10608,71,1181:38
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,1035:37
133,87,1042,139,137,10081,136,10084,10127,10091,97:37
10127,83,92,1055,1057,10099,10092,91,1056,10064,10078:37
10620,10613,10596,10117,10595,10594,10632,10080,10593,10626,10406:37
160,10070,172,10082,10593,10080,10632,10594,10595,10117,10087:37
10070,10126,1018,10068,172,172,10104,59,10122,10568,156:37
10064,1056,91,10092,10099,1057,1055,92,84,85,10002:37
234,71,10608,72,10634,10087,10117,10595,10594,10632,10080:37
586,588,589,590,591,588,589,591,590,588,586:37
5,1070,10629,10615,10086,10105,10105,10086,10615,1070,1069:37
149,120,10143,119,87,1006,133,119,10143,120,149:37
10611,10623,10622,10621,10620,10619,10606,72,10608,71,1181:37
10602,10603,10605,10624,10623,10622,10621,10620,10608,71,1181:37
10603,10605,10624,10623,10622,10621,10620,10606,72,10608,1181:37
10568,10122,59,10104,10068,1018,10126,160,10070,10071,182:37
10071,10070,10126,1018,10068,10104,59,10122,10568,1166,10145:37
5,10602,10603,10605,10624,10623,10622,10621,10620,10619,1108:37
10613,10596,10633,10597,10634,10609,10606,72,10608,71,1181:36
10410,10142,5,10602,10603,10605,10624,10623,10622,10621,10620:36
234,71,10608,72,10619,10620,10622,10623,10624,10605,10624:36
10624,10605,10603,10602,1069,237,10088,10130,73,275,10075:36
10145,1166,10568,10122,59,10104,10068,1018,160,10070,172:36
85,84,92,1057,10099,10092,91,1056,10078,10090,93:36
149,67,64,62,65,10017,149,136,120,119,87:36
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619:36
234,71,10608,10620,10621,10622,10623,10624,10605,10603,10602:36
10624,10605,10603,10602,1069,237,10088,10130,73,275,238:36
10617,10595,10594,10632,10080,10593,163,10082,10070,10126,1018:36
1031,10108,10080,10632,10594,10595,10117,10636,10610,1034,1182:36
149,67,64,65,10017,149,136,120,10143,119,87:36
10620,10621,10622,10624,10605,10603,10602,1069,1070,1014,1015:36
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,1035:36
266,10082,10593,10080,10632,10594,10595,10117,10087,10613,10620:36
10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621:36
10071,10070,10126,1018,10068,10104,59,10122,10568,156,1173:36
269,234,10608,10606,10619,10620,10621,10622,10623,10624,10605:35
10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73:35
10568,10122,59,10104,10104,10068,1018,10126,160,10070,172:35
85,84,92,1055,1057,10099,10092,10092,91,1056,10064:35
10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619:35
10597,10633,10117,10595,10594,10632,10080,10593,163,10082,164:35
274,10410,10142,10602,10603,10605,10624,10623,10622,10621,10620:35
10145,1166,10568,10122,59,10104,10068,1018,10126,160,173:35
10070,10126,1018,172,10068,10104,59,10122,10568,1166,10145:35
234,10608,10606,10634,10597,10633,10087,10117,10595,10594,10632:35
149,67,64,168,62,10017,149,136,120,119,87:35
10620,10621,10622,10623,10624,10605,10624,10623,10622,10621,10620:35
234,71,10608,10619,10620,10621,10622,10623,10624,10605,10624:35
10612,10611,10636,10610,10635,1108,10618,10606,72,10608,1181:35
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,10619:35
228,10610,10636,10617,10595,10594,10632,10080,10593,10626,10406:35
10080,10632,10594,10595,10117,10617,10595,10594,10632,10080,10593:34
10070,172,172,10126,1018,10068,10104,59,10122,10568,1166:34
10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:34
10070,172,10126,1018,10068,10104,59,10122,10568,1166,10145:34
1173,156,10568,10122,59,10104,10068,10126,160,10070,172:34
234,10608,10606,1108,10635,10089,1034,10610,10636,10611,10612:34
234,71,10608,72,10618,10635,10089,1034,10610,10636,10611:34
1173,156,10568,10122,10104,10068,1018,10126,160,10070,173:34
10602,10603,10605,10624,10623,10622,10621,10620,10606,10608,1181:34
10591,10082,10593,10080,10632,10594,10595,10117,10636,10610,1034:34
10087,10117,10595,10625,10603,10605,10624,10623,10622,10621,10613:34
10140,10118,10105,10086,10615,10605,10624,10623,10622,10621,181:34
129,10127,83,92,1055,1057,10099,10092,91,1056,10064:34
579,149,10568,10122,10104,10068,1018,10126,160,10070,172:34
10618,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593:33
234,10608,10606,10634,10597,10633,10595,10594,10632,10593,163:33
10140,10118,10105,10086,10615,10629,10615,10086,10105,10118,10140:33
10597,10633,10117,10595,10594,10632,10080,10593,163,10082,173:33
234,10608,72,10619,10620,10621,10622,10623,10624,10605,10624:33
234,10608,72,10606,10634,10634,10609,10606,72,10608,1181:33
1031,10108,10080,10632,10594,10595,10117,10087,10634,10609,10618:33
10064,1056,91,10092,10099,1057,1055,92,84,85,10109:33
1036,85,84,92,1055,1057,10099,10092,91,1056,10064:33
1167,10073,5,10602,10603,10605,10624,10623,10622,10621,10620:33
10620,10621,10622,10623,10624,10605,10605,10624,10623,10622,10621:33
10082,10593,10080,10632,10594,10595,10117,10613,10620,1035,10635:33
10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620:33
10602,10605,10624,10623,10622,10621,10620,10606,10608,71,1181:32
234,10608,72,10606,10634,10597,10633,10117,10595,10594,10632:32
10070,10126,172,1018,10068,10104,59,10122,10568,1166,10145:32
10620,10621,10622,10623,10624,10605,10603,10602,5,252,53:32
144,142,145,143,1122,1122,143,145,142,144,1121:32
10070,10126,1018,10068,10104,59,10122,10568,257,67,10132:32
10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608:31
10568,10122,59,10104,10068,1018,10126,160,10070,172,164:31
10620,10621,10622,10623,10624,10605,10603,10602,1069,5,274:31
10620,10621,10622,10623,10624,10605,10603,10602,5,10056,10057:31
10145,1166,149,10131,92,1057,10099,10092,91,1056,10064:31
10618,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069:31
228,1035,10620,10621,10622,10624,10605,10603,10602,1069,5:31
10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:31
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621:31
10082,10593,10080,10632,10594,10595,10636,10610,1034,10089,10635:31
1087,1088,1168,1089,259,227,227,259,242,1088,1087:31
10620,10621,10622,10623,10624,10605,10602,1069,237,10088,10130:31
10410,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:31
234,71,10608,72,10606,1108,10635,1034,10610,10636,10611:31
1030,10085,10058,1026,75,175,1019,166,1103,56,10132:31
228,10620,10613,10596,10117,10595,10594,10632,10593,163,10082:31
234,10608,10606,10634,10087,10117,10595,10594,10632,163,10082:30
10624,10605,10603,10602,1069,1070,10615,10086,10105,10118,10140:30
85,84,92,1057,10099,10092,91,10064,10078,10090,93:30
10087,10117,10595,10594,10632,10080,10593,163,10082,10070,10126:30
1029,10077,10076,10140,10118,10105,10086,10128,10403,253,1180:30
1036,10568,10122,59,10104,10068,1018,10126,160,10070,173:30
1034,10610,10636,10624,10605,10603,10602,1069,237,10088,10130:30
10618,10634,10597,10633,10595,10594,10632,10080,10593,163,10082:30
10081,136,10084,10127,10091,97,97,10091,136,10081,137:30
234,71,10608,72,10606,10634,10597,10633,10595,10594,10632:30
