234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:240
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:124
10145,10133,1067,1068,1073,1016,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:80
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:57
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:55
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:48
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275:44
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:40
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:36
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:31
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:31
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:28
239,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:28
10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:25
1164,1,10072,243,252,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:25
1164,10072,243,252,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:24
269,234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240:22
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:22
269,234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:21
73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:21
239,73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:21
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240,1030:20
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,10629,10615,10086,10105,10118,10140:20
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:20
73,10130,10088,1069,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:20
10598,10599,1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:19
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,238:19
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73:19
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,1069,237,10088,10130,73,240:19
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,1026:19
73,1033,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:19
10140,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:19
10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033:19
10145,1066,1067,1068,1073,1016,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:18
1164,1,10072,243,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:18
71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:18
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,1030:18
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118,10140:18
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118:17
10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,10128,10108,1031,2,10005,1,93,112:17
234,71,10608,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:17
269,234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:17
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,1032,10088,10130,73,240:17
1164,1,10072,243,252,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:16
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,10075:16
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,173:16
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,1026:16
1122,143,111,106,104,104,106,112,143,1122,1122,143,111,106,104,104,106,112,143:16
10140,10118,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:15
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,1030:14
269,234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:14
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:14
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,10629,10615,10086,10105,10118:14
239,73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:14
1122,143,111,106,104,104,106,112,143,1122,143,111,106,104,104,106,112,143,1122:14
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,10629,10615,10086,10105,10118,10140:13
234,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:13
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118:13
228,10620,10621,10622,10624,10605,10603,10602,1069,82,10602,10603,10605,10624,10623,10622,10621,10620,1182:13
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,254:13
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,1069,1070,10629,10615,10086,10105,10118,10140:12
10405,10085,1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:12
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,74:12
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,10608,71,1181:12
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10602,1069,1070,10615,10086,10105,10118,10140:12
10082,10593,10080,10632,10594,10625,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
234,71,10608,72,10606,10619,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:12
10082,10593,10080,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:11
1033,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:11
10145,10133,1067,1068,1073,1074,1077,1079,1080,1079,1079,1077,1074,1073,1068,1067,1066,1166,10145:11
234,71,10608,72,10619,10620,10622,10623,10624,10605,10603,10602,237,10088,10130,240,176,1016,1022:11
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,2,10005,1:11
239,73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:11
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:11
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,240:11
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,2,10005,1:11
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275,254:11
10123,10124,10405,10085,1030,10406,10128,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:11
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,237,10088,10130,73,240,1030:11
1164,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:11
10140,10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:11
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,275:11
239,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:10
10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10128,10108,1031,2,10005,1,93,112:10
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,10075:10
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,10629,10615,10086,10105,10118,10140:10
10123,264,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:10
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275:10
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10597,10633,10117,10595,10594,10632,10593,163,10082:10
1164,1,10072,243,252,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:10
10568,10122,59,10104,10068,1018,10126,160,10070,172,10070,10126,1018,172,172,10104,59,10122,10568:10
10057,10056,5,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:10
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275,238,254:10
1033,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:10
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,71,1181:10
269,234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73:10
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10105,10118:10
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181,269:9
234,71,10608,72,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,10126,1018:9
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,237,10088,10130,240:9
10616,5,1037,10005,1,93,144,142,145,143,143,145,142,144,1164,1037,241,5,10616:9
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,2,10005,1:9
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,10005,1:9
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118:9
10082,10593,10080,10632,10594,10595,10117,10636,10610,1034,10089,10635,1108,10618,10606,72,10608,71,1181:9
234,71,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130:9
10068,1018,10126,160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,1181:9
269,234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:9
10628,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:9
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,1181:9
160,10070,172,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:9
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240,1028:9
238,254,275,73,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10608,71,1181:9
1164,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:9
73,1033,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:9
73,1033,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:9
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275,1026:9
10140,10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:9
269,234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:9
10082,10593,10080,10632,10594,10595,10117,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:9
240,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:9
1164,2,73,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:9
234,71,10608,72,10606,10619,10620,10621,10622,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
234,71,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:8
275,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
10087,10117,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597:8
269,234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,237,10088,10130,73,240:8
10145,10133,1067,1068,1073,1016,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,10133,1166,10145:8
1078,1080,1079,1077,1074,1016,1073,1068,1067,1066,1066,1067,1068,1073,1074,1077,1079,1080,1078:8
275,73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
1107,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:8
234,71,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73:8
10068,10126,160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:8
269,234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:8
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,2,10005,1:8
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,240:8
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275,238,254:8
1164,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:8
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10038,10606,72,10608,71,1181:8
234,71,10608,72,10606,10619,10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082,10070,173:8
1164,1,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:8
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,2,10005,1:8
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275,10075:8
239,73,1033,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:8
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:8
1164,1,2,10108,10108,2,10005,1,93,11,1164,1,2,10108,10108,2,10005,1,93:8
269,234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73:8
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:8
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,166:8
226,95,94,100,10066,102,91,1056,10064,1413,226,95,94,100,10066,102,91,1056,10064:8
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,237,10088,10130,73,240:8
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10140:8
269,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:8
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,10005,1:8
1164,2,73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
10082,10593,10080,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:8
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10080,10593,163,10082:8
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10087,10117,10595,10594,10632,10080,10593,163,10082:8
10068,1018,10126,160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,10608,71,1181:8
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,1181:8
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240,1030:8
73,1033,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:8
10610,10636,10617,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10636,10610:7
275,73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:7
73,1033,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,10608,71,1181:7
10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10087:7
239,73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:7
10145,10133,1067,1068,1073,1074,1077,1079,1080,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166:7
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,10075:7
73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:7
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10130,240:7
228,10620,10621,10622,10624,10605,10603,10602,1069,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:7
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10005,1:7
73,1033,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,1181:7
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086:7
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,10075:7
10140,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:7
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,10126,1018,10068:7
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,10005,1:7
239,73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:7
73,1033,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:7
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10616,1072,1075,1076,1078:7
254,275,73,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:7
234,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118,10140:7
10082,10593,10632,10594,10595,10117,10613,1182,228,10610,10636,10617,10595,10594,10632,10080,10593,163,10082:7
10140,10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:7
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,1028:7
71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,1026:7
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,1026:7
234,71,10608,72,10619,10620,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,238,254:7
1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:7
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,10629,10615,10105,10118,10140,10119:7
10627,73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:7
253,10403,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:7
67,65,10017,10104,10068,1018,10126,160,10070,10071,10070,10126,1018,10068,10104,60,65,10017,67:7
239,73,10088,1069,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:7
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,10105,10118:7
228,10620,10621,10622,10623,10624,10605,10603,10602,82,10602,10603,10605,10624,10623,10622,10621,10620,1182:7
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10140:7
228,10620,10621,10622,10624,10605,10603,10602,1069,82,5,10603,10605,10624,10623,10622,10621,10620,1182:6
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,275,238,254:6
10145,10133,1067,1068,1073,1074,1077,1079,1080,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:6
269,234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10616,1075,1076,1078:6
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,75:6
10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10613:6
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240,240:6
1164,1,2,10628,1031,10108,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:6
234,71,10608,72,10606,10619,10033,10033,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130:6
269,234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:6
10118,10105,10086,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:6
239,73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,10608,71,1181:6
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,5,53,10072,10005,1:6
254,238,275,73,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:6
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,254:6
160,10070,10082,10593,10080,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:6
234,71,10608,72,10619,10620,10622,10623,10624,10605,10603,10602,237,10088,10130,73,2,10005,1:6
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,238,254:6
10627,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:6
10130,10088,10602,10603,10605,10624,10623,10622,10621,10621,10622,10623,10624,10605,10603,10602,237,10088,10130:6
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,238:6
10124,10405,10085,1030,171,10406,10128,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:6
234,71,10608,72,10606,10038,10619,10033,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130:6
10057,10056,10071,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:6
269,234,71,10608,72,10606,10634,10087,10117,10595,10625,10602,1069,1070,10616,1072,1075,1076,1078:6
274,10410,5,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:6
