10597,10087,10117,10595,10594,10632,10080,10593,163,10082:84
10145,10568,10122,59,10104,10068,1018,10126,160,10070:84
1122,143,111,106,104,104,106,112,143,1122:83
228,10610,10636,10617,10595,10594,10632,10080,10593,10108:83
234,10608,72,10619,10620,10621,10622,10623,10624,10605:82
1042,139,137,10081,136,10084,10127,10091,97,1413:82
10568,10122,10104,10068,1018,10126,160,10070,173,172:82
10410,5,10602,10603,10605,10624,10623,10622,10621,10620:82
10618,10634,10087,10595,10594,10632,10080,10593,163,10082:81
1173,156,10568,10122,10104,10068,1018,10126,160,10070:80
10064,1056,91,10092,10099,1057,1055,92,10131,149:80
10084,10127,83,92,1057,10099,10092,91,1056,10064:79
10082,10593,10632,10594,10595,10117,10087,10634,10609,10618:79
10087,10117,10595,10594,10632,10080,10593,163,10082,10123:79
94,10064,1056,91,10092,10099,1057,1055,92,84:79
92,1057,10099,10092,91,1056,10064,10078,10090,93:78
10087,10117,10595,10594,10632,10080,10593,163,10082,10082:78
10593,10080,10632,10594,10595,10117,10087,10634,10609,10618:78
10068,1018,10126,160,10070,10082,10593,10080,10632,10594:78
10610,10636,10624,10605,10603,10602,1069,237,10088,10130:78
10612,10611,10636,10610,10089,10635,10618,72,10608,1181:78
266,10082,10593,10080,10632,10594,10595,10117,10087,10613:78
156,10568,10122,10104,10068,1018,10126,160,10070,173:78
71,10608,72,10606,10635,10089,1034,10610,10636,10611:78
10597,10633,10087,10595,10594,10632,10080,10593,163,10082:77
1414,1080,1079,1077,1074,1016,1073,1068,1067,1066:77
10082,10593,10080,10632,10594,10625,10603,10600,10612,10611:77
274,10410,10602,10603,10605,10624,10623,10622,10621,10620:77
10620,10621,10622,10623,10624,10605,10603,10602,5,274:76
10057,10056,5,10602,10603,10605,10624,10623,10622,10621:76
10082,10593,10080,10594,10595,10117,10087,10634,10609,10618:76
247,82,5,10602,10600,10612,10603,10602,1069,5:76
234,71,10608,10619,10620,10621,10622,10623,10624,10605:75
10071,10070,172,10126,1018,10068,10104,59,10122,10568:75
10620,10621,10622,10624,10605,10603,10602,1069,237,10088:75
10130,10088,10602,10603,10605,10624,10623,10622,10621,10613:74
268,143,145,142,144,95,144,142,145,143:74
10620,10621,10622,10623,10624,10605,10603,10602,237,10088:74
229,10094,10413,10093,10098,10098,10093,10413,10094,1169:74
1015,10568,10122,59,10104,10068,1018,10126,160,10070:73
10568,10122,59,10104,10068,10126,160,10070,173,172:73
10621,10622,10624,10605,10603,10602,1069,1070,1014,1015:73
586,587,588,590,591,591,590,588,587,586:73
10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:73
234,10608,10606,10618,10618,10606,72,10608,71,1181:73
10624,10605,10603,10602,1069,237,10088,10130,73,275:72
10617,10595,10594,10632,10080,10593,163,10082,10070,173:72
226,95,94,100,10066,102,91,1056,10064,1413:72
10632,10594,10595,10117,10087,10634,10609,10606,10608,1181:72
234,10608,72,10606,10618,10618,10606,72,10608,1181:71
574,575,573,572,1115,1303,1302,1301,1082,1081:71
10066,102,10092,91,1056,91,10092,10099,102,10066:71
1167,10073,5,1070,10629,10615,10086,10105,10118,10140:71
234,71,10608,72,10606,10635,10089,1034,10610,10611:70
234,71,10608,72,10606,10620,10622,10623,10624,10605:70
10088,1069,10602,10603,10605,10624,10636,10610,1034,1182:69
1015,1074,1077,1079,1080,1080,1079,1077,1074,1015:69
234,10608,10606,10634,10087,10117,10595,10594,10632,10080:69
10109,10110,1046,138,10107,1184,10013,10014,270,270:69
10597,10633,10087,10117,10595,10594,10632,10080,10593,163:69
10145,1166,1015,1016,1014,1014,1016,1015,1166,10145:68
10070,10126,1018,172,172,10104,59,10122,10568,1166:68
228,1034,10610,10636,10617,10595,10594,10632,10080,10593:68
10618,10619,10620,10621,10622,10623,10624,10605,10603,10602:68
94,10064,1056,91,10092,10099,1057,92,84,85:68
10087,10117,10595,10594,10632,10080,10593,163,10082,173:67
10087,10117,10595,10594,10632,10080,10593,10626,73,240:67
1031,10108,10080,10632,10594,10595,10117,10087,10633,10597:67
10636,10610,1034,10089,10635,1108,10618,10606,72,10608:67
10005,1,10078,1056,91,10092,10099,1057,1055,92:67
10608,10606,10619,10620,10621,10622,10623,10624,10605,10603:67
234,71,10618,1108,10635,10089,1034,10610,10636,10611:66
10146,10145,1166,10568,10122,59,10104,10068,1018,10126:66
10071,10070,10126,1018,10068,10104,59,10122,10568,10002:66
10618,1108,10635,10089,1034,10610,10636,10611,1070,181:66
228,10610,10636,10624,10605,10603,10602,1069,237,10088:65
10619,10620,10621,10622,10623,10624,10605,10603,10602,5:65
228,10620,10621,10622,10623,10624,10605,10603,10602,237:65
10610,1034,10089,10635,1108,10618,10606,10608,71,1181:65
92,1055,1057,10099,10092,91,1056,10064,10078,10090:65
269,234,71,10608,72,10606,10634,10117,10595,10625:65
10612,10611,10636,10610,1034,1182,228,10610,10636,10611:65
234,71,10608,10606,10634,10087,10117,10595,10594,5:65
10568,10122,59,10104,10068,1018,10126,160,10070,164:65
10033,10033,10033,10033,10033,10033,10033,10033,10033,10033:64
97,1413,226,95,97,97,1413,226,95,97:64
10624,10605,10603,10602,10629,10615,10086,10105,10118,10140:64
10109,85,84,92,1057,10099,10092,91,1056,10064:63
1164,1,10072,243,252,252,53,10072,10005,1:63
10145,1166,10568,10122,59,10104,10068,1018,160,10070:63
1014,1070,10602,10603,10605,10624,10623,10622,10621,10620:63
10082,10593,10080,10632,10594,10595,10117,10613,10620,1182:63
582,129,92,1055,1057,10099,10092,91,1056,10064:63
10145,1166,149,10131,92,1057,10099,10092,91,1056:63
10082,10593,10080,10632,10594,10595,10636,10610,1034,1182:62
10603,10605,10624,10623,10622,10621,10620,10619,10608,1181:62
10597,10633,10087,10117,10595,10594,10632,10080,10593,10108:62
73,10130,10088,10602,10603,10605,10624,10623,10622,10621:62
234,10608,72,10619,10620,10622,10623,10624,10605,10603:62
268,143,145,142,144,144,142,145,143,1171:62
10070,10126,1018,172,10068,172,10104,59,10122,10568:62
234,71,10608,10606,10618,10618,10606,10608,71,1181:62
10594,10595,10117,10087,10634,10609,10606,10608,71,1181:62
234,71,10608,72,10606,10618,10618,10606,10608,1181:62
5,10595,10117,10087,10634,10609,10606,72,10608,1181:62
234,71,1075,1076,1078,1080,1080,1078,1076,1075:62
10070,10126,1018,172,10104,59,10122,10568,1166,10145:61
1107,2,266,10082,10593,10080,10632,10594,10595,10117:61
10595,10117,10634,10609,10606,72,10608,71,1181,269:61
139,137,10081,136,10084,10127,10091,97,10057,10056:61
10071,10070,10126,1018,10068,10104,59,10122,10568,257:60
579,149,10568,10122,10104,10068,1018,10126,160,10070:60
234,71,10608,10619,10620,10622,10623,10624,10605,10603:60
10056,10057,10064,91,10092,10099,1057,1055,92,84:59
269,71,10608,72,10606,10634,10087,10117,10595,10625:59
234,71,10608,10606,10620,10622,10623,10624,10605,10603:59
234,71,10608,72,10606,10635,1034,10610,10636,10611:59
10145,1166,1015,1074,1077,1077,1074,1015,1166,10145:58
10592,10593,10080,10632,10594,10595,10117,10087,10633,10597:58
10568,10122,59,10104,10068,1018,160,10070,172,10071:58
10624,10624,10605,10603,10602,237,10088,10130,73,240:58
10071,10070,10126,1018,10068,10104,59,10122,10568,156:58
1069,10602,10603,10605,10624,10623,10622,10621,10620,1035:58
160,10070,10082,10593,10080,10632,10594,10595,10117,10613:58
10082,10593,10080,10632,10594,10625,10603,10600,10612,10637:58
257,10122,59,10104,10068,1018,10126,160,10070,10071:57
1166,10568,10122,10104,10068,1018,10126,160,10070,173:57
241,5,10602,10603,10605,10624,10623,10622,10621,10620:57
10070,10126,1018,172,172,10104,59,10122,10568,10002:57
10140,10118,10105,10086,10615,10615,10086,10105,10118,10140:57
10071,10070,10126,172,1018,10068,10104,59,10122,10568:57
1173,10568,10122,59,10104,10068,1018,10126,160,10070:57
137,10081,136,10084,10127,10091,10091,136,10081,137:56
10109,10110,1046,1047,138,10107,1048,1184,10013,10014:56
2,10005,1,10078,91,10092,10099,1057,1055,92:56
149,67,64,168,65,10017,149,136,120,119:56
10620,10621,10622,10624,10605,10603,10602,1069,1070,1014:55
10087,10087,10117,10595,10594,10632,10080,10593,163,10082:55
10598,10599,1030,10406,10128,10632,10594,10595,10117,10087:55
149,67,168,65,10017,149,136,120,119,87:55
149,67,64,65,10017,149,136,120,119,87:55
228,10620,10621,10622,10623,10624,10605,10603,10602,1069:55
591,590,588,587,586,586,587,588,590,591:55
1164,2,266,10082,10593,10080,10632,10594,10595,10117:54
1108,10635,10089,1034,10610,10636,10624,10605,10603,10602:54
1080,1079,1077,1074,1016,1073,1068,1067,1066,10121:54
10636,10610,10635,1108,10618,10606,72,10608,71,1181:54
10084,10127,83,92,1055,1057,10099,10092,91,10064:54
10568,10122,59,10104,10068,10068,10104,59,10122,10568:54
10568,10122,59,10104,168,169,10104,59,10122,10568:54
228,1035,1034,10610,10636,10617,10595,10594,10632,10080:53
10092,91,1056,10064,10078,10090,93,93,108,115:53
10612,10611,10636,10610,10635,10618,10606,72,10608,1181:53
10620,10621,10622,10624,10605,10603,10602,1069,10056,10057:53
1001,1003,1004,1005,1006,1007,1008,1010,1002,259:52
234,10608,72,10606,10618,10618,10606,10608,71,1181:52
10070,10126,1018,10068,172,10104,59,10122,10568,1166:52
10605,10624,10623,10622,10621,10620,10619,10606,72,10608:52
10130,10088,10602,10603,10605,10624,10623,10622,10621,1182:52
149,10568,10122,10104,10068,1018,10126,160,10070,172:51
228,1035,10620,10621,10622,10623,10624,10605,10603,10602:51
234,10608,10606,10635,10089,1034,10610,10636,10611,10612:51
10618,10619,10620,10621,10622,10624,10605,10603,10602,1069:51
1069,10602,10603,10605,10624,10636,10610,1034,10089,10635:51
10056,10057,10064,91,10092,10099,1057,1055,92,10131:51
10082,10593,10080,10632,10594,10595,10117,10087,10609,10618:51
1015,149,92,1055,1057,10099,10092,91,1056,10064:51
234,71,10608,72,10618,10618,72,10608,71,1181:51
149,67,64,168,10017,149,136,120,119,87:51
579,149,10568,10122,59,10104,10068,10126,160,10070:51
10070,10126,1018,172,172,10104,59,10122,10568,156:51
10056,10057,10064,91,10092,10099,1057,1055,92,10127:50
93,1164,1,1037,82,5,10602,10603,10605,10624:50
156,10568,10122,59,10104,10068,10126,160,10070,173:50
265,10568,10122,59,10104,10068,10126,160,10070,173:50
10624,10605,10603,10602,1069,1069,10602,10603,10605,10624:50
234,71,10618,10635,10089,1034,10610,10636,10611,10612:50
10608,72,10606,10619,10620,10621,10622,10623,10624,10605:50
10130,10088,1069,10602,10603,10605,10624,10636,10610,1182:50
10621,10622,10623,10624,10605,10624,10623,10622,10621,10613:50
10070,10126,1018,10068,10104,10122,10568,156,1173,270:50
10624,10624,10605,10603,10602,1069,237,10088,10130,240:50
1015,1016,1014,10602,10603,10605,10624,10623,10622,10621:50
10126,1018,10068,10104,59,10122,10568,257,67,10132:50
1066,1067,1068,1073,1016,1074,1077,1079,1080,1414:50
10071,10070,10126,1018,10068,10104,59,10122,10568,1166:50
10064,1056,91,10092,10099,1057,1055,92,10127,151:50
10635,10089,1034,10610,10636,10611,10612,10637,1014,1016:49
1070,10602,10603,10605,10624,10623,10622,10621,10620,1182:49
234,10608,72,10606,10620,10622,10623,10624,10605,10603:49
10568,10122,59,10104,10068,1018,10126,160,160,10070:49
10140,10118,10105,10086,10615,1070,10602,10603,10605,10624:49
234,71,10608,72,10619,10620,10622,10623,10624,10605:49
234,71,10608,10606,10618,10606,72,10608,71,1181:49
10406,10128,10632,10594,10595,10117,10636,10610,1034,1182:49
274,10410,5,10602,10603,10605,10624,10623,10622,10621:49
10610,1034,10089,10635,1108,10618,10606,72,10608,1181:49
149,10568,10122,59,10104,10068,10126,160,10070,172:49
10140,10105,10086,10615,10616,10623,10622,10621,10620,10619:49
10611,10636,10610,10089,10635,1108,10618,10606,10608,1181:49
92,1055,1057,10099,10092,91,10064,10078,10090,93:49
10632,10594,10595,10634,10609,10606,72,10608,71,1181:49
234,10608,72,10606,10618,10606,72,10608,71,1181:49
10087,10117,10595,10594,10632,10632,10594,10595,10117,10087:49
10070,10126,1018,10068,10104,59,10122,10568,1023,1022:49
94,10064,1056,91,10092,10099,1055,92,84,85:49
1173,156,10568,10122,59,10104,10068,10126,160,10070:49
574,575,573,1115,1303,1302,1301,1301,1082,1081:48
136,10081,137,137,10081,136,10084,10127,10091,97:48
10103,87,139,137,10081,136,10084,10127,10091,97:48
265,85,84,92,1057,10099,10092,91,1056,10064:48
10620,10613,10596,10595,10594,10632,10080,10593,163,10082:48
10593,10080,10632,10594,10595,10117,10636,10610,1034,1182:48
10618,10634,10087,10117,10595,10594,10632,10080,10593,163:48
10613,10596,10117,10595,10594,10632,10080,10593,10626,10406:48
82,10602,10603,10605,10624,10623,10622,10621,10620,10619:48
10056,10057,10064,91,10092,10099,1057,92,84,85:48
129,83,92,1055,1057,10099,10092,91,1056,10064:48
10611,10636,10610,10089,10635,10618,10606,72,10608,1181:48
10621,10622,10623,10624,10605,10603,10600,1014,1016,1015:48
10618,10634,10117,10595,10594,10632,10080,10593,163,10082:48
10634,10087,10117,10595,10594,10632,10080,10593,163,10082:47
1087,1088,1168,259,227,227,259,242,1088,1087:47
10070,10126,172,1018,172,10068,10104,59,10122,10568:47
228,10610,10636,10624,10605,10624,10636,10610,1034,1182:47
1036,10568,10122,59,10104,10068,1018,10126,160,10070:47
10070,10126,10068,10104,59,10122,10568,156,1173,270:47
10620,10613,10596,10117,10595,10594,10632,10080,10593,163:47
10619,10620,10621,10622,10623,10624,10605,10603,10602,1069:46
10097,10095,230,10096,10098,10093,10096,230,10095,10097:46
10620,10621,10622,10623,10624,10605,10603,10602,1069,274:46
85,84,92,1057,10099,10092,91,1056,10064,10078:46
10597,10633,10087,10117,10595,10594,10632,10080,10593,10626:46
10616,1070,10602,10603,10605,10624,10623,10622,10621,10620:46
10068,1018,10126,10126,1018,10068,10104,59,10122,10568:46
10071,10070,10126,1018,10068,10104,59,10122,10568,1036:46
228,10610,10617,10595,10594,10632,10080,10593,163,10082:46
234,10608,10606,10634,10597,10633,10087,10117,10595,10594:46
234,71,10608,72,10606,10634,10597,10633,10087,10117:46
10611,10636,10610,10089,10635,10618,10606,10608,71,1181:46
579,149,10568,10122,59,10104,10068,1018,160,10070:46
266,10082,10593,10080,10632,10594,10595,10117,10613,10620:46
10618,10634,10597,10633,10087,10117,10595,10594,10632,10080:46
270,10013,10014,231,1048,10107,138,1046,10110,10109:46
10568,10122,59,10104,10068,1018,10126,10126,1018,10068:46
10082,10593,10080,10632,10594,10595,10117,10613,10620,10619:46
1066,1067,1068,1073,1016,1074,1074,10115,10077,10076:45
10084,10127,83,92,1055,1057,10092,91,1056,10064:45
274,10410,5,1070,10629,10615,10086,10105,10118,10140:45
1030,10406,10128,10632,10594,10595,10117,10087,10633,10597:45
269,234,71,10608,72,10606,10634,10087,10595,10625:45
1187,5,10602,10603,10605,10624,10623,10622,10621,10620:45
10602,10603,10605,10624,10623,10622,10621,10620,10619,10606:44
234,71,10608,10606,10634,10597,10633,10087,10117,10595:44
234,10608,72,1108,10635,10089,1034,10610,10636,10611:44
1103,1020,1019,75,166,1026,175,10058,10085,1030:44
1164,1,1107,182,182,1107,10005,1,93,10096:44
156,10568,10122,59,10104,10068,10126,160,10070,172:44
1166,10568,10122,59,10104,10104,59,10122,10568,1166:44
10109,1046,1047,138,10107,1048,1184,10013,10014,270:44
5,10602,10603,10605,10624,10624,10605,10603,10602,1069:44
10568,10122,59,10104,10068,1018,10126,10070,172,10071:44
10126,1018,10068,10104,59,10122,10568,1166,10145,10146:44
234,71,10608,72,10606,10634,10597,10633,10117,10595:44
149,10568,10122,10104,10068,1018,10126,160,10070,173:44
10591,10082,10593,10080,10632,10594,10595,10117,10087,10613:44
10623,10622,10621,10620,10619,10606,10608,71,71,1181:44
10122,59,10104,10068,1018,10126,160,10070,172,10071:44
85,84,92,1057,10099,10092,91,1056,10057,10056:44
10071,10070,10126,1018,10068,10104,59,10122,10568,149:44
10620,10621,10622,10624,10605,10603,10602,1069,5,274:44
10131,10131,92,1055,1057,10099,10092,91,1056,10064:44
107,144,142,145,143,1122,143,145,142,144:44
234,71,10608,72,10606,10618,10606,10608,71,1181:44
10623,10622,10621,10620,10619,10038,10606,10608,71,1181:43
10620,10622,10623,10624,10605,10603,10602,237,10088,10130:43
10109,10110,138,10107,1048,1184,10013,10014,270,270:43
1035,1034,10610,10636,10617,10595,10594,10632,10080,10593:43
234,10608,72,10606,10634,10595,10594,10632,10593,163:43
234,10608,10606,10619,10620,10621,10622,10624,10605,10624:43
10603,10605,10624,10623,10622,10621,10620,10619,10606,10608:43
10109,10110,1046,1047,138,10107,1184,10013,10014,270:43
88,139,137,10081,136,10084,10127,10091,97,1413:43
234,10608,72,10606,10634,10087,10117,10595,10594,5:43
234,71,10608,72,10606,1108,10635,10089,1034,10610:43
10140,10118,10105,10086,10128,10403,10403,253,10638,1180:43
10610,1034,10089,10635,10618,10606,72,10608,71,1181:43
10602,10603,10605,10624,1182,228,10624,10605,10603,10602:42
94,10064,1056,91,10092,10099,1057,1055,92,85:42
234,71,10608,10606,10634,10595,10594,10632,10593,163:42
574,575,573,572,1115,1303,1302,1301,1301,1082:42
10082,10593,10080,10632,10594,10595,10117,10613,10620,10635:42
10632,10594,10595,10117,10087,10087,10117,10595,10594,10632:42
10087,10117,10595,10594,10632,10632,10080,10593,163,10082:42
156,10568,10122,10104,10068,1018,10126,160,10070,172:42
10610,10089,10635,1108,10618,10606,72,10608,71,1181:42
10087,10117,10595,10594,10632,10080,10593,163,10082,10070:42
1055,1057,10099,10092,91,1056,10064,10078,10090,93:41
10117,10087,10633,10597,10634,10609,10606,10608,71,1181:41
94,10064,1056,91,10092,10099,1057,1055,92,10127:41
