10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,1182:63
234,10608,10619,10620,10621,10622,10623,10624,10605,10603,10602,5:63
234,71,10608,10606,10634,10634,10609,10606,72,10608,71,1181:63
234,71,10608,10606,10634,10597,10633,10087,10117,10595,10594,10632:62
234,71,10608,72,10606,10634,10597,10633,10117,10595,10594,10632:62
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597:61
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10608,1181:61
137,10081,136,10084,10127,10091,97,97,10091,136,10081,137:61
234,71,10608,10606,10634,10087,10117,10595,10594,10632,10080,10593:61
71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602:61
579,149,10568,10122,59,10104,10068,1018,10126,160,10070,172:61
1108,10635,10089,1034,10610,10636,10611,10612,10637,1014,1016,1015:60
234,71,10608,72,10619,10620,10622,10623,10624,10605,10603,10600:60
234,71,10608,10606,10620,10622,10623,10624,10605,10603,10602,1069:59
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10600:59
234,71,10608,72,10620,10621,10622,10623,10624,10605,10603,10602:59
10068,1018,10126,160,10070,10082,10593,10080,10632,10594,10595,10117:58
10089,1034,10610,10636,10617,10595,10594,10632,10080,10593,163,10082:58
228,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130:57
234,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593:56
10620,10621,10622,10623,10617,10595,10594,10632,10080,10593,163,10082:56
234,71,10608,10619,10620,10621,10622,10623,10624,10605,10603,10600:56
1070,10629,10615,10086,10105,10118,10105,10086,10615,1070,1069,5:55
85,84,92,1055,1057,10099,10092,91,1056,10064,10057,10056:55
5,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:54
10128,10632,10594,10595,10117,10087,10634,10609,72,10608,71,1181:54
234,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10600:54
234,71,10608,10606,10620,10621,10622,10623,10624,10605,10602,1069:54
10070,10126,1018,172,172,10104,59,10122,10568,156,1173,270:54
10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,1181:54
228,1035,1034,10610,10636,10617,10595,10594,10632,10593,163,10082:53
5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10608,1181:53
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10007,1187:53
234,10608,72,10606,10634,10634,10609,10606,72,10608,71,1181:52
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10624:52
1015,1016,1074,1077,1079,1080,1080,1079,1077,1074,1016,1015:51
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10625:51
234,71,10608,10619,10620,10622,10623,10624,10605,10603,10602,5:50
10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240:50
10080,10632,10594,10595,10117,10087,10634,10609,72,10608,71,1181:50
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,10608:49
10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:48
10056,10057,10064,1056,91,10092,10099,1057,1055,92,84,85:48
10624,10605,10603,10602,1069,237,10088,10130,73,2,10005,1:47
234,71,10608,10606,1108,10635,10089,1034,10610,10636,10611,10612:47
10070,10126,1018,10068,172,172,10104,59,10122,10568,1166,10145:47
10602,10603,10605,10624,10623,10622,10621,10620,10606,10608,71,1181:47
10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069:47
234,71,10608,72,10606,10634,10634,10609,10606,72,10608,1181:47
234,71,10608,72,10606,10634,10634,10609,10606,10608,71,1181:46
1015,1016,1014,1070,10602,10603,10605,10624,10623,10622,10621,10620:46
1173,156,10568,10122,59,10104,10068,1018,10126,160,10070,10071:46
579,149,10568,10122,59,10104,10068,1018,10126,160,10070,173:46
234,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632:45
10619,10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082:44
270,10013,10014,227,1009,1008,1007,1006,1005,1004,1003,1001:44
234,10608,72,10606,1108,10635,10089,1034,10610,10636,10611,10612:44
10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:44
10605,10624,10623,10622,10621,10620,10619,10606,10608,71,71,1181:44
234,10608,10606,10634,10087,10117,10595,10594,10632,10080,10593,163:44
10597,10633,10087,10087,10117,10595,10594,10632,10080,10593,163,10082:44
269,234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603:44
10145,1166,1015,1016,1074,1077,1077,1074,1016,1015,1166,10145:43
10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,1035,1182:43
10145,1166,10568,10122,59,10104,10068,1018,10126,160,10070,10071:43
10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,1181:43
270,1173,156,10568,10122,10104,10068,1018,10126,160,10070,172:43
71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069:43
234,10608,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069:42
10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,1181,269:42
10600,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:42
274,10410,10142,5,10602,10603,10605,10624,10623,10622,10621,10620:42
10621,10622,10623,10624,10605,10603,10602,1069,1070,1014,1016,1015:42
234,71,10608,72,10606,10634,10087,10117,10595,10080,163,10082:41
10612,10611,10636,10610,1034,10089,10635,10618,10606,72,10608,1181:41
5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608:41
5,10602,10605,10624,10623,10622,10621,10620,10606,10608,71,1181:41
234,71,10608,72,10606,10635,10089,10610,10636,10611,10612,10637:40
10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:40
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10625:40
73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620:40
10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71:40
10612,10611,10636,10610,10635,1108,10618,10606,72,10608,71,1181:40
10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:40
10632,10594,10595,10633,10597,10634,10609,10606,72,10608,71,1181:40
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117,10613:40
268,1122,143,145,142,144,144,142,145,143,1122,1171:40
71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10600:40
234,71,10608,10606,10634,10087,10117,10595,10594,10632,163,10082:39
270,1173,156,10568,10122,10104,10068,1018,10126,160,10070,10071:39
266,10082,10593,10080,10632,10594,10595,10117,10636,10610,1034,1182:39
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,1035,1182:39
10624,10605,10603,10602,1069,237,10088,10130,73,275,238,254:39
85,84,92,1057,10099,10092,91,1056,10064,10078,10090,93:39
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609:39
10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73:39
1035,1034,10610,10636,10624,10605,10603,10602,1069,237,10088,10130:39
10057,10056,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:39
10605,10624,10623,10622,10621,181,10620,10619,10606,10608,71,1181:39
270,1173,156,10568,10122,59,10104,10068,10126,160,10070,172:38
234,71,10608,72,10606,10634,10117,10595,10594,10632,10593,163:38
10619,10620,10621,10622,10623,10616,10629,10615,10086,10105,10118,10140:38
10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033:38
156,10568,10122,59,10104,10068,1018,10126,160,10070,172,10071:38
234,71,10608,72,10635,10089,1034,10610,10636,10611,10612,10637:38
10146,10145,1166,10568,10122,10104,10068,1018,10126,160,10070,172:38
10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71:37
579,149,10568,10122,59,10104,10068,1018,10126,160,10070,10071:37
10070,10126,1018,10068,172,10104,59,10122,10568,156,1173,270:37
156,10568,10122,59,10104,10068,1018,10126,160,10070,173,172:37
10621,10622,10623,10624,10605,10603,10602,10629,10615,10086,10105,10118:37
149,10568,10122,59,10104,10068,1018,10126,160,10070,172,10071:37
1046,10109,85,84,92,1055,1057,10099,10092,91,1056,10064:37
5,1070,10629,10615,10086,10105,10105,10086,10615,1070,1069,5:37
234,10608,72,10606,10618,1108,10635,10089,1034,10610,10636,10611:37
234,71,10608,10606,10634,10597,10633,10595,10594,10632,10593,163:36
269,234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603:36
269,234,10608,72,10619,10620,10621,10622,10623,10624,10605,10603:36
10091,136,10081,137,139,137,10081,136,10084,10127,10091,97:36
10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082,164:36
1087,1088,1168,1089,259,227,227,259,1089,242,1088,1087:36
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,1035,1182:36
71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10624:36
10632,10594,10595,10117,10087,10633,10597,10634,10609,10608,71,1181:36
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10625:36
10087,10117,10595,10594,10632,10080,10593,163,10082,2,10005,1:36
10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10618:36
10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10600:36
10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,164:36
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620:36
5,10602,10605,10624,10623,10622,10621,10620,10606,72,10608,1181:35
270,10013,10014,1002,1010,1008,1007,1006,1005,1004,1003,1001:35
10064,91,10092,10099,102,10066,10066,102,10092,91,1056,10064:35
144,142,145,143,1122,261,1122,143,145,142,144,1121:35
234,10608,10606,10620,10621,10622,10623,10624,10605,10602,1069,5:35
234,10608,10606,10634,10087,10595,10594,10632,10080,10593,163,10082:35
10057,10056,10595,10117,10087,10634,10609,10606,72,10608,71,1181:35
234,10608,72,10606,10634,10597,10633,10595,10594,10632,10593,163:35
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10593:35
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10602,1069:35
234,10608,10606,10620,10621,10622,10623,10624,10605,10602,1069,237:34
10064,1056,91,10092,10099,102,10066,102,10092,91,1056,10064:34
10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:34
1107,82,5,10602,10603,10605,10624,10623,10622,10621,10620,10619:34
10568,10122,59,10104,10068,1018,10126,160,10070,10082,10593,10080:34
10636,10610,1034,10089,10089,10635,1108,10618,10606,72,10608,1181:34
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10406:34
1166,10568,10122,59,10104,10068,1018,10126,160,10070,173,172:34
97,10091,136,137,139,88,137,136,10084,10127,10091,97:34
10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,10608,1181:34
228,10610,10636,10624,10605,10603,10602,237,10088,10130,73,240:34
234,71,10608,10634,10087,10595,10594,10632,10080,10593,163,10082:34
1015,1016,1014,1070,10602,10603,10605,10624,10623,10622,10621,10613:34
10082,10593,10632,10594,10595,10117,10087,10634,10609,10606,10608,1181:34
228,1034,10610,10636,10624,10605,10603,10602,1069,237,10088,10130:33
1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608:33
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10602,237:33
10082,10593,10080,10632,10594,10625,10594,10632,10080,10593,163,10082:33
10595,10117,10087,10634,10609,10606,72,10608,71,71,1181,269:33
1108,10635,10089,1034,10610,10636,10617,10595,10594,10632,10080,10593:33
234,10618,10634,10087,10117,10595,10594,10632,10080,10593,163,10082:33
10636,10610,1034,10089,10089,10635,1108,10618,10606,10608,71,1181:32
10618,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,164:32
234,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,5:32
10070,10126,1018,172,10068,10104,59,10122,10568,156,1173,270:32
5,1070,10615,10086,10105,10118,10105,10086,10615,1070,1069,5:32
265,10568,10122,59,10104,10068,1018,10126,160,10070,172,10071:32
10636,10610,1034,10089,10635,1108,10618,10606,10608,71,71,1181:32
10146,10145,1166,10568,10122,59,10104,10068,10126,160,10070,172:32
10146,10145,1166,10568,10122,59,10104,10068,10126,160,10070,173:32
10070,10126,1018,172,172,10068,10104,59,10122,10568,1166,10145:32
10618,10634,10597,10633,10087,10595,10594,10632,10080,10593,163,10082:31
234,71,10608,72,10606,10634,10597,10633,10117,10595,10594,5:31
107,144,142,145,143,1122,10100,260,10135,230,10095,10097:31
10071,10070,10126,1018,10068,10104,59,10122,10568,257,67,10132:31
234,10608,10606,10620,10622,10623,10624,10605,10603,10602,1069,5:31
10621,10622,10623,10624,10605,10603,10602,10615,10086,10105,10118,10140:31
234,10608,72,10606,10634,10597,10633,10117,10595,10594,10632,10080:31
270,1173,10568,10122,59,10104,10068,1018,10126,160,10070,172:31
10635,10089,10610,10636,10617,10595,10594,10632,10080,10593,163,10082:30
269,234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605:30
10612,10611,10636,10610,1034,10089,10635,1108,10618,10606,72,10608:30
234,10608,10606,10634,10087,10117,10595,10594,10632,10080,10593,10108:30
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10613,10620:30
10568,10122,59,10104,10068,1018,10126,10068,10104,59,10122,10568:30
10605,10624,181,10623,10622,10621,10620,10619,72,10608,71,1181:30
10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73:30
269,234,71,10608,10619,10620,10621,10622,10623,10624,10605,10603:30
234,10608,72,10606,10634,10087,10117,10595,10594,10632,163,10082:30
10406,10128,10632,10594,10595,10117,10087,10634,10609,10606,10608,1181:30
234,71,10608,72,10606,10635,10089,10089,1034,10610,10636,10611:30
581,579,149,10568,10122,59,10104,10068,1018,10126,160,10070:30
10146,10145,1166,10568,10122,10104,10068,1018,10126,160,10070,173:30
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10625:30
234,10608,72,10619,10620,10622,10623,10624,10605,10603,10602,5:30
1069,10602,10603,10605,10624,10623,10622,10621,10620,10606,10608,1181:30
95,97,97,1413,226,95,97,97,1413,226,95,97:30
234,10608,72,10606,10634,10087,10595,10594,10632,10593,163,10082:30
10600,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:29
10618,10635,10089,1034,10610,10636,10611,10612,10637,1014,1016,1015:29
270,10013,10014,227,227,259,229,1169,259,10013,10014,270:29
10605,10624,10623,10622,10621,181,10620,10619,10606,72,10608,1181:29
234,10608,72,10634,10087,10595,10594,10632,10080,10593,163,10082:29
149,10568,10122,59,10104,10068,1018,10126,160,10070,173,172:29
10608,72,10606,10634,10087,10117,10595,10594,10632,10593,163,10082:29
71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602:29
10568,10122,59,10104,10068,1018,10126,160,10070,172,10071,182:29
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,1181:29
269,234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603:28
234,71,10608,10606,10634,10087,10117,10595,10594,10632,10080,10406:28
10082,10593,10632,10594,10595,10117,10087,10633,10597,10634,10609,10618:28
234,71,10608,10606,10618,1108,10635,10089,1034,10610,10636,10611:28
1001,1003,1004,1005,1006,1007,1008,1010,1002,10013,10014,270:28
265,10568,10122,59,10104,10068,1018,10126,160,10070,173,172:28
228,10610,10636,10617,10595,10594,10632,10080,10593,163,10082,164:28
10057,10056,5,10602,10603,10605,10624,10623,10622,10621,10620,1035:28
234,71,10608,10606,10635,10089,1034,10610,10636,10611,1070,181:28
10612,10611,10636,10610,1034,10635,1108,10618,10606,72,10608,1181:28
10133,10568,10122,59,10104,10068,1018,10126,160,10070,173,172:28
1164,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10613:28
10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086:28
266,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10618:28
10594,10595,10117,10087,10633,10597,10634,10609,72,10608,71,1181:28
272,1002,85,84,92,1055,1057,10099,10092,91,1056,10064:28
270,1173,156,10568,10122,59,10104,10068,10126,160,10070,10071:28
10632,10594,10595,10117,10087,10633,10633,10087,10117,10595,10594,10632:28
10140,10118,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621:28
270,1173,10568,10122,59,10104,10068,1018,10126,160,10070,10071:28
269,234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605:28
10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:28
234,71,10618,10634,10087,10117,10595,10594,10632,10593,163,10082:27
10621,10622,10623,10624,10605,10603,10600,10629,10615,10086,10105,10118:27
10118,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620:27
10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,1181:27
234,10608,10606,10634,10087,10117,10595,10594,10632,10080,10593,10626:27
234,71,10608,72,10634,10087,10117,10595,10594,10632,10080,10593:27
255,236,254,238,275,2,10005,1,93,93,108,115:27
10110,10109,85,84,92,1055,1057,10099,10092,91,1056,10064:27
10612,10611,10636,10610,1034,10635,1108,10618,10606,10608,71,1181:27
112,261,10100,260,10424,1170,267,10424,10100,578,110,112:27
10145,1166,149,10131,92,1055,1057,10099,10092,91,1056,10064:27
228,1035,1034,10610,10636,10624,10605,10603,10602,237,10088,10130:27
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10625:26
10620,10621,10622,10623,10624,10605,10605,10624,10623,10622,10621,10620:26
10624,10605,10603,10602,237,10088,10130,73,275,238,254,236:26
274,10410,5,10602,10603,10605,10624,10623,10622,10621,10620,10619:26
10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620:26
10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:26
234,71,10608,10619,10620,10622,10623,10624,10605,10603,10602,237:26
73,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620:26
5,10602,10603,10605,10624,10623,10622,10621,10620,10606,10608,1181:26
10140,10118,10105,10086,10615,1070,10605,10624,10623,10622,10621,181:26
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619:26
71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602:26
10617,10595,10594,10632,10080,10593,163,10082,10070,10126,1018,10068:26
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,1035,10635:26
5,10595,10117,10087,10633,10597,10634,10609,72,10608,71,1181:26
10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,1181:26
234,10608,10619,10620,10621,10622,10623,10624,10605,10603,10602,237:26
71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593:26
10611,10636,10610,1034,10089,10635,1108,10618,10606,72,10608,71:26
10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082,10070:25
95,97,10066,102,10092,91,91,10092,10099,102,10066,97:25
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,72,10608:25
228,1035,1034,10610,10636,10611,10612,10611,10636,10610,1034,1182:25
234,71,10608,72,1108,10635,10089,1034,10610,10636,10611,10612:25
234,10608,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080:25
10597,10633,10117,10595,10594,10632,10080,10593,163,10082,10123,52:25
10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73:25
1067,1068,1073,1074,1077,1079,1079,1077,1074,1073,1068,1067:25
10603,10605,10624,10623,10622,10621,10620,10619,10606,72,71,1181:25
10082,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10618:25
71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10600:25
268,1122,143,145,142,144,107,144,142,145,143,1171:25
10070,10126,172,1018,10068,10104,59,10122,10568,156,1173,270:25
102,91,1056,10064,10078,10090,93,145,1084,145,142,144:25
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10600,1070:25
149,67,64,168,65,10017,149,136,120,10143,119,87:25
10617,10595,10594,10632,10080,10593,163,10082,10070,172,172,10126:25
1165,579,149,10568,10122,59,10104,10068,1018,10126,160,10070:25
269,234,71,10608,72,10606,10620,10622,10623,10624,10605,10603:24
10632,10594,10595,10117,10087,10633,10597,10634,10609,72,10608,1181:24
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621:24
10123,10124,10405,10085,1030,10406,10128,10632,10594,10595,10117,10087:24
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,10619,1108:24
10620,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:24
83,92,1055,1057,10099,10092,91,1056,10064,10078,10090,93:24
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10600:24
1108,10635,10089,10610,10636,10617,10595,10594,10632,10593,163,10082:24
10005,1,10078,1056,91,10092,10099,1057,1055,92,84,85:24
10618,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,10082:24
10066,102,10092,91,1056,10064,10064,91,10092,10099,102,10066:24
10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069:24
