234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240:137
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:113
10145,10133,1067,1068,1073,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:106
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:105
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:97
73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:89
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:74
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:68
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:67
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73:66
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,71,1181:65
266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:64
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:60
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130:58
10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:51
10082,10593,10080,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:51
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,237,10088,10130,73,240:50
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:44
10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10128,10108,2,10005,1,93,112:40
10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,10128,10108,2,10005,1,93,112:40
71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:40
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:38
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73:34
234,71,10608,72,10606,10619,10620,10621,10622,10623,10617,10595,10594,10632,10080,10593,163,10082:34
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:33
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:33
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181,269:32
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275:28
71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:28
234,71,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130:28
10591,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:27
10140,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:27
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275:27
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:26
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:26
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086:25
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:25
10145,1066,1067,1068,1073,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:24
10140,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:24
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:24
239,73,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:22
1164,10072,243,252,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:22
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10128:22
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,1181:21
10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033:21
1033,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:20
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,72,10608,71,1181:20
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,1181:20
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10130,73,240:20
73,1033,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:19
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,10608,71,1181:19
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:19
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:19
269,234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130:19
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:19
10145,10133,1067,1068,1073,1016,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:19
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:19
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,10629,10615,10086,10105:19
73,1033,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:18
10140,10105,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:18
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,10608,71,1181:18
10118,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:18
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275:18
10145,10133,1067,1068,1073,1074,1077,1079,1080,1079,1077,1074,1073,1068,1067,1066,1166,10145:17
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,73,240:17
269,234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:17
239,73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:17
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:17
1164,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:17
239,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:16
10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:16
73,1033,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:16
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,71,1181:16
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10606,72,10608,71,1181:15
10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:15
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,1069,237,10088,10130,240:15
10087,10117,10595,10594,10632,10080,10593,163,10082,10591,10082,10593,10080,10632,10594,10595,10117,10087:15
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:15
10140,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:15
239,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:14
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,10608,71,1181:14
5,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,71,1181:14
10568,10122,59,10104,10068,1018,10126,160,10070,173,10070,10126,1018,10068,10104,59,10122,10568:14
73,10088,1069,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:14
234,71,10608,72,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,173:14
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,2,10005,1:14
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,237,10088,10130:14
1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:14
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,53,10072,10005,1:13
239,73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:13
234,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:13
10082,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:13
10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:13
10410,5,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:13
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10606,72,10608,71,1181:13
269,234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130:13
10130,10088,1069,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:13
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:13
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,237,10088,10130,73,240:13
10057,10056,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:13
10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:13
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10602,1069,237,10088,10130,73,240:12
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10070:12
10085,1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:12
234,71,10608,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:12
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10130,73,240:12
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275:12
10598,10599,1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:12
10082,10593,10080,10632,10594,10595,10117,10087,10087,10633,10597,10634,10609,10606,72,10608,71,1181:12
1164,1,10072,243,252,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:12
265,265,1066,1067,1068,1073,79,78,10116,78,1077,1074,1016,1073,1068,1067,1066,10002:12
234,71,10608,72,10606,10634,10597,10633,10117,10595,10594,10632,10080,10593,163,10082,10070,173:12
239,73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:12
52,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:12
73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:12
234,71,10608,10606,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:12
73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:12
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,237,10088,10130:12
10082,10593,10080,10632,10594,10595,10117,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:12
239,73,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
269,234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73:12
73,10130,10088,1069,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:12
234,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:11
1164,1,266,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:11
10145,10133,1067,1068,1073,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,10133,1166,10145:11
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181,1181:11
10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10130,10128,10108,2,10005,1,93,112:11
1164,1,10072,243,252,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:11
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,275,1026:11
274,10410,10142,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:11
10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:11
10140,10118,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:11
10568,10122,59,10104,10068,1018,10126,160,10070,172,10082,10593,10080,10632,10594,10595,10117,10087:11
10616,1037,10005,1,93,144,142,145,143,143,145,142,144,1164,1037,241,5,10616:11
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,10075:11
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,252,53,10072,10005,1:11
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:11
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,1181:11
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10602,1069,237,10088,10130,73,240:11
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,73,240:11
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,1069,237,10088,10130,73,240:11
264,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:11
275,73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:11
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,10128:11
10140,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:10
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:10
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240,1030:10
269,234,71,10608,72,10606,10619,10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082:10
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593,10626,10406,1030,10085,10058:10
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,1030:10
10057,10056,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:10
10145,10133,1067,1068,1073,1016,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,10145:10
10082,10593,10080,10632,10594,10595,10117,10087,10613,10620,10033,10619,10038,10606,72,10608,71,1181:10
269,234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,240:10
10082,10593,10080,10632,10594,10595,10117,10087,10633,10633,10597,10634,10609,10606,72,10608,71,1181:10
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:10
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,164:10
239,73,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:10
1033,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:10
1164,1,10072,243,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:10
10087,10117,10595,10594,10632,10080,10593,163,10082,266,10082,10593,10080,10632,10594,10595,10117,10087:10
239,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:10
1164,10072,243,252,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:10
10123,10124,10405,10085,1030,10406,10128,10632,10594,10595,10117,10087,10634,10609,10606,10608,71,1181:10
1033,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:10
234,71,10608,72,10606,10634,10597,10633,10087,10087,10117,10595,10594,10632,10080,10593,163,10082:10
1026,10058,10085,1030,10406,10128,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:10
241,5,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:10
10145,1067,1068,1073,1016,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:10
269,234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240:9
269,234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082:9
1015,1016,1014,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:9
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275:9
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118:9
234,10608,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:9
10140,10118,10105,10086,10615,10605,10624,10623,10622,10621,181,10620,10619,10606,72,10608,71,1181:9
234,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,173:9
10057,10056,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:9
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,10629,10615,10086,10105,10118:9
275,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:9
164,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:9
