10602,10603,10605,10624,10623,10622,10621,10620,10619,10038,10606,72,10608,71,71,1181:15
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,10123:15
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,237,10088,10130,240:15
10568,10122,59,10104,10068,1018,10126,160,10070,10070,10126,1018,10104,59,10122,10568:15
234,71,1108,10635,10089,1034,10610,10636,10617,10595,10594,10632,10080,10593,163,10082:15
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10600,10612,10637:14
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,5,10056,10057:14
234,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,240:14
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10602,1069,5,10056,10057:14
234,71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,10082:14
10145,10133,1067,1068,1073,1074,1077,1079,1077,1074,1073,1068,1067,1066,1166,10145:14
1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:14
71,10608,72,10606,10619,10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082:14
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,72,10608,71,1181:14
1015,1016,1014,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:14
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,10615,10086,10105:14
10140,10105,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:14
10128,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:14
10082,10593,10080,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:14
100,10066,1001,1003,1004,1005,1006,1005,1004,1003,1001,10091,10066,102,91,1056:14
10130,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:14
234,10608,10606,10619,10620,10621,10622,10623,10624,10605,10602,237,10088,10130,73,240:14
10057,10056,5,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:13
243,252,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:13
264,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:13
239,73,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:13
10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10606,72,10608,71,71,1181:13
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,10629,10615,10086:13
10620,10621,10622,10624,10605,10603,10602,1069,1069,10602,10603,10605,10624,10623,10622,10621:13
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1014,1016,1015:13
10082,10593,10080,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:13
73,1033,179,1069,10602,10605,10624,10623,10622,10621,10620,10606,72,10608,71,1181:13
10118,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10608,71,1181:13
88,1066,1067,1068,1073,1074,1077,1079,1079,1077,1074,1073,1068,1067,1066,139:13
10082,10593,10080,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:13
10591,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,1181:13
88,1066,1067,1068,1073,1074,1077,1079,1077,1074,1016,1073,1068,1067,1066,139:13
10128,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:13
10140,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,1181:13
10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10606,72,10608,1181:13
10602,10603,10605,10624,10623,10622,10621,10620,10620,10621,10622,10624,10605,10603,10602,1069:13
1108,10635,10089,1034,10610,10636,10624,10605,10603,10602,1069,237,10088,10130,73,240:13
71,10608,72,10606,10634,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,173:13
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,237,73,240:13
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088:13
234,71,10608,72,10606,10634,10087,10087,10117,10595,10594,10632,10080,10593,163,10082:12
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088:12
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,73,240:12
269,234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,10056,10057:12
10626,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:12
10598,10599,1030,10406,10128,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,1181:12
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10130:12
234,10608,10606,10634,10597,10633,10087,10087,10117,10595,10594,10632,10080,10593,163,10082:12
10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:12
173,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:12
1187,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
10621,10622,10624,10605,10603,10602,1069,1069,10602,10603,10605,10624,10623,10622,10621,10613:12
252,10626,10108,161,10592,10070,10126,1018,10068,10068,1018,10126,160,10070,10082,252:12
234,71,10608,72,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069:12
10140,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
10145,10133,1067,1068,1073,1074,1077,1079,1079,1077,1074,1073,1068,1066,1166,10145:12
73,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,1181:12
239,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:12
10405,10085,1030,10128,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:12
234,71,10608,72,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,73,240:12
10082,10593,10080,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,1181:12
10097,10095,230,10096,10096,230,10095,10097,10097,10095,230,10096,10096,230,10095,10097:12
1033,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
10620,10621,10622,10624,10605,10603,10602,1069,10602,10603,10605,10624,10623,10622,10621,10620:12
234,71,10608,72,10606,10619,10033,10620,10621,10622,10623,10624,10605,10603,10602,5:12
10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:12
234,10608,10606,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:12
1070,10612,10611,10636,10610,181,1034,10089,10635,1108,10618,10606,72,10608,71,1181:12
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,1014,1015:12
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181,387:12
234,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,10626,10406:12
234,71,10608,10606,10620,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086:11
10082,10593,10080,10632,10594,10595,10117,10623,10622,10621,10620,10619,72,10608,71,1181:11
269,234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,5:11
10592,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:11
10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10608,71,1181:11
73,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:11
10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:11
10140,10105,10086,10615,10602,10603,10605,10624,10623,10622,10621,10620,10619,10608,71,1181:11
10624,10605,10605,10624,10624,10605,10605,10624,10624,10605,10605,10624,10624,10605,10605,10624:11
10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,71,1181:11
266,10082,10593,10080,10632,10594,10595,10117,10617,10595,10594,10632,10080,10593,163,10082:11
243,252,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:11
10602,10603,10605,10624,10623,10622,10621,10620,10619,10618,10618,10606,72,10608,71,1181:11
10127,83,92,1055,1057,10099,10092,91,1056,10064,10078,10090,93,93,108,115:11
1167,10073,5,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:11
1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,72,10608,71,1181:11
